FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
CN,20210825,AM,25.2,16.9,2.2,20.3,26.4,6.6,0.8,9.0,10.0,3.4,,0.0,4.0,7.2,1,0.3,-,-,60.0,보통
CN,20210825,PM,25.7,16.0,3.7,17.8,26.7,6.5,0.9,8.3,10.0,3.4,,0.0,3.9,7.2,1,1.0,-,-,60.0,보통
CN,20210826,AM,25.2,16.9,2.9,19.1,26.5,6.6,0.3,9.6,11.0,3.4,,0.0,1.1,24.1,1,0.0,-,-,81.7,매우좋음
CN,20210826,PM,25.8,15.9,4.2,16.9,26.8,6.4,0.3,9.6,11.0,3.4,,0.0,1.2,24.1,1,0.0,-,-,78.3,매우좋음
CN,20210827,AM,26.2,15.2,7.3,11.6,26.6,6.5,0.2,9.6,12.0,5.5,,0.0,3.9,7.2,1,0.6,-,-,60.0,보통
CN,20210827,PM,26.3,15.0,7.5,11.2,26.8,6.4,0.2,9.6,12.0,5.5,,0.0,2.1,16.9,1,0.8,-,-,60.0,보통
CN,20210828,DY,25.9,15.7,2.4,20.0,27.0,6.3,0.3,9.6,13.0,5.5,,0.0,3.2,16.9,1,0.0,-,-,76.0,매우좋음
CN,20210829,DY,26.1,15.3,3.4,18.3,26.8,6.4,0.2,9.6,14.0,5.5,,0.0,3.0,16.9,1,0.0,-,-,74.0,좋음
CN,20210830,DY,25.7,16.0,7.0,12.1,26.8,6.4,0.9,8.3,15.0,6.9,,0.0,4.0,7.2,1,0.0,-,-,58.9,보통
CN,20210831,DY,25.6,16.2,3.5,18.1,27.2,6.1,0.2,9.6,1.0,6.9,,0.0,4.0,7.2,1,0.0,-,-,66.1,좋음
IS,20210825,AM,25.6,10.4,3.7,11.4,25.1,12.3,1.5,5.2,10.0,7.7,0.3,3.0,3.9,4.6,1,2.1,-,-,60.0,보통
IS,20210825,PM,25.6,10.4,3.0,12.2,25.6,11.8,1.6,4.1,10.0,7.7,0.4,1.6,3.7,4.6,1,0.0,-,-,54.4,나쁨
IS,20210826,AM,25.1,10.9,2.3,12.9,25.5,11.9,0.7,13.4,11.0,7.7,0.2,4.4,1.0,15.5,1,0.0,-,-,78.7,매우좋음
IS,20210826,PM,25.4,10.6,3.2,11.9,26.3,11.0,0.6,14.4,11.0,7.7,0.4,1.6,2.0,10.8,1,0.0,-,-,70.0,좋음
IS,20210827,AM,25.9,10.1,8.0,6.6,25.4,12.0,0.4,13.2,12.0,12.4,0.2,4.4,3.2,10.8,1,0.1,-,-,60.0,보통
IS,20210827,PM,26.1,9.8,8.2,6.4,25.5,11.9,0.5,15.5,12.0,12.4,0.3,3.0,1.5,15.5,1,0.1,-,-,60.0,보통
IS,20210828,DY,25.2,10.8,2.0,13.3,25.4,12.0,0.7,13.4,13.0,12.4,0.3,3.0,3.2,10.8,1,0.0,-,-,77.7,매우좋음
IS,20210829,DY,25.7,10.3,2.7,12.5,25.6,11.8,0.3,13.2,14.0,12.4,0.2,4.4,3.0,10.8,1,0.0,-,-,77.4,매우좋음
IS,20210830,DY,25.7,10.3,6.3,8.5,25.3,12.1,1.2,8.3,15.0,15.5,0.3,3.0,4.0,4.6,1,0.0,-,-,64.3,보통
IS,20210831,DY,25.4,10.6,3.5,11.6,25.8,11.6,0.3,13.2,1.0,15.5,0.2,4.4,4.0,4.6,1,0.0,-,-,73.5,좋음
