FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
NW,20210825,AM,26.0,16.2,3.7,18.5,26.6,4.2,0.7,6.5,10.0,2.4,0.2,2.9,4.0,8.0,6,6.9,-,-,45.0,나쁨
NW,20210825,PM,26.8,14.7,4.7,16.7,26.8,4.2,0.7,6.5,10.0,2.4,0.2,2.9,3.9,8.0,6,4.5,-,-,60.0,보통
NW,20210826,AM,26.8,14.7,4.5,17.1,26.7,4.2,0.3,6.4,11.0,2.4,0.2,2.9,3.1,18.6,6,0.0,-,-,78.3,매우좋음
NW,20210826,PM,26.9,14.6,5.3,15.6,27.0,4.1,0.3,6.4,11.0,2.4,0.3,2.0,3.6,8.0,6,0.0,-,-,65.1,좋음
NW,20210827,AM,27.3,13.8,8.9,9.2,26.5,4.3,0.2,6.4,12.0,3.8,0.3,2.0,1.0,26.5,6,0.8,-,-,60.0,보통
NW,20210827,PM,27.5,13.5,9.1,8.8,26.7,4.2,0.2,6.4,12.0,3.8,0.4,1.1,1.0,26.5,6,0.0,-,-,76.3,매우좋음
NW,20210828,DY,25.3,17.4,4.2,17.6,27.5,3.9,0.5,7.5,13.0,3.8,0.2,2.9,1.0,26.5,6,0.0,-,-,91.6,매우좋음
NW,20210829,DY,25.6,16.9,2.5,20.7,26.7,4.2,0.3,6.4,14.0,3.8,0.2,2.9,1.5,26.5,6,0.0,-,-,93.4,매우좋음
NW,20210830,DY,26.7,14.9,7.2,12.2,26.9,4.1,0.7,6.5,15.0,4.8,0.2,2.9,3.0,18.6,6,0.0,-,-,76.0,매우좋음
NW,20210831,DY,25.9,16.4,4.0,18.0,27.4,3.9,0.3,6.4,1.0,4.8,0.1,3.8,3.8,8.0,6,0.0,-,-,73.3,좋음
SW,20210825,AM,26.3,15.0,5.0,15.5,25.9,5.3,1.8,1.2,10.0,2.6,0.4,1.2,4.0,7.5,6,11.1,-,-,20.0,매우나쁨
SW,20210825,PM,25.8,15.9,4.0,17.3,26.4,5.1,1.7,1.8,10.0,2.6,0.7,0.0,3.8,7.5,6,11.1,-,-,20.0,매우나쁨
SW,20210826,AM,25.6,16.2,3.4,18.3,25.9,5.3,0.9,6.7,11.0,2.6,0.4,1.2,3.5,7.5,6,0.0,-,-,69.8,좋음
SW,20210826,PM,25.4,16.6,3.8,17.6,26.4,5.1,0.8,7.3,11.0,2.6,0.7,0.0,4.0,7.5,6,0.0,-,-,68.7,좋음
SW,20210827,AM,25.3,16.8,6.2,13.5,25.9,5.3,0.5,9.2,12.0,4.2,0.5,0.1,1.0,24.8,6,1.3,-,-,60.0,보통
SW,20210827,PM,25.4,16.6,5.8,14.2,26.2,5.2,0.6,8.5,12.0,4.2,0.6,0.0,1.0,24.8,6,0.0,-,-,85.5,매우좋음
SW,20210828,DY,25.8,15.9,3.8,17.6,26.5,5.0,0.7,7.9,13.0,4.2,0.5,0.1,1.0,24.8,6,0.0,-,-,87.5,매우좋음
SW,20210829,DY,25.0,17.3,3.0,19.0,26.8,4.9,0.4,7.8,14.0,4.2,0.4,1.2,1.5,24.8,6,0.0,-,-,91.2,매우좋음
SW,20210830,DY,25.1,17.1,4.1,17.1,27.1,4.7,0.8,7.3,15.0,5.2,0.4,1.2,3.0,17.4,6,0.0,-,-,82.0,매우좋음
SW,20210831,DY,25.7,16.1,3.3,18.5,26.8,4.9,0.3,7.8,1.0,5.2,0.4,1.2,3.8,7.5,6,0.0,-,-,73.2,좋음
NE,20210825,AM,25.7,15.2,3.7,16.8,26.7,7.0,0.3,9.4,10.0,3.0,0.4,0.9,4.0,6.9,6,0.4,-,-,60.0,보통
NE,20210825,PM,25.9,14.9,2.8,18.3,26.8,6.9,0.3,9.4,10.0,3.0,0.5,0.1,3.6,6.9,6,0.2,-,-,60.0,보통
NE,20210826,AM,25.8,15.0,2.3,19.1,26.9,6.8,0.2,9.4,11.0,3.0,0.4,0.9,2.7,16.0,6,0.0,-,-,82.2,매우좋음
