생산일,코드,권역,지역,예측일자,어종,어종타입,물때,물때점수,최소파고,평균파고,최대파고,파고점수,최소수온,평균수온,최대수온,수온점수,최저기온,평균기온,최대기온,기온점수,최소풍속,평균풍속,최대풍속,풍속점수,총점수,예보지수
20210827,SF2,황해남부,가거도,20210827,감성돔,BP,12,3,0.9,1.3,1.6,2,26.7,26.9,27.1,1,26.1,26.2,26.4,5,6.4,7.9,9.9,2,2.00,나쁨
20210827,SF35,남해서부,거문도,20210827,농어,SB,12,2,0.7,0.8,0.9,3,26.0,26.8,27.3,2,26.2,26.3,26.4,5,4.2,5.1,5.6,3,2.72,나쁨
20210827,SF37,남해서부,거문도,20210827,참돔,RP,12,2,0.7,0.8,0.9,3,26.0,26.8,27.3,2,26.2,26.3,26.4,5,4.2,5.1,5.6,3,2.72,나쁨
20210827,SF38,남해서부,거문도,20210827,감성돔,BP,12,3,0.7,0.8,0.9,3,26.0,26.8,27.3,1,26.2,26.3,26.4,5,4.2,5.1,5.6,3,2.68,나쁨
20210827,SF39,남해서부,거문도,20210827,우럭,RF,12,4,0.7,0.8,0.9,3,26.0,26.8,27.3,2,26.2,26.3,26.4,5,4.2,5.1,5.6,3,3.04,보통
20210827,SF14,남해동부,거제도,20210827,우럭,RF,12,4,0.3,0.4,0.5,4,24.8,25.7,26.3,2,25.8,27.2,28.0,5,0.7,4.6,6.6,3,3.40,보통
20210827,SF11,황해중부,국화도,20210827,우럭,RF,12,4,0.1,0.1,0.1,5,26.0,26.4,26.6,2,21.4,22.0,23.1,4,0.4,2.1,4.1,4,3.96,보통
20210827,SF56,제주도,김녕,20210827,벵에돔,OP,12,3,0.1,0.2,0.2,5,26.2,27.2,27.7,1,26.7,26.9,27.1,5,1.7,4.1,5.6,3,3.40,보통
20210827,SF57,제주도,김녕,20210827,농어,SB,12,2,0.1,0.2,0.2,5,26.2,27.2,27.7,2,26.7,26.9,27.1,5,1.7,4.1,5.6,3,3.44,보통
20210827,SF58,제주도,김녕,20210827,돌돔,RB,12,5,0.1,0.2,0.2,5,26.2,27.2,27.7,3,26.7,26.9,27.1,5,1.7,4.1,5.6,3,4.12,좋음
20210827,SF59,제주도,김녕,20210827,참돔,RP,12,2,0.1,0.2,0.2,5,26.2,27.2,27.7,2,26.7,26.9,27.1,5,1.7,4.1,5.6,3,3.44,보통
20210827,SF49,황해중부,모항항,20210827,우럭,RF,12,4,0.5,0.6,0.7,3,23.1,23.2,23.5,3,21.3,21.9,23.0,4,1.0,2.2,3.8,4,3.44,보통
20210827,SF50,황해중부,모항항,20210827,감성돔,BP,12,3,0.5,0.6,0.7,3,23.1,23.2,23.5,2,21.3,21.9,23.0,4,1.0,2.2,3.8,4,3.08,보통
20210827,SF51,황해중부,방포항,20210827,우럭,RF,12,4,0.4,0.4,0.5,4,25.7,25.8,25.9,2,21.2,22.1,23.9,4,2.9,4.3,6.1,3,3.36,보통
20210827,SF74,남해동부,부산남부,20210827,우럭,RF,12,4,0.6,0.8,1.0,3,24.4,24.8,25.2,3,26.2,27.9,28.8,5,3.5,6.0,7.4,3,3.24,보통
20210827,SF75,남해동부,부산남부,20210827,감성돔,BP,12,3,0.6,0.8,1.0,3,24.4,24.8,25.2,2,26.2,27.9,28.8,5,3.5,6.0,7.4,3,2.88,나쁨
20210827,SF76,남해동부,부산남부,20210827,돌돔,RB,12,5,0.6,0.8,1.0,3,24.4,24.8,25.2,5,26.2,27.9,28.8,5,3.5,6.0,7.4,3,3.80,보통
20210827,SF77,남해동부,부산남부,20210827,참돔,RP,12,2,0.6,0.8,1.0,3,24.4,24.8,25.2,3,26.2,27.9,28.8,5,3.5,6.0,7.4,3,2.92,나쁨
20210827,SF78,남해동부,부산남부,20210827,벵에돔,OP,12,3,0.6,0.8,1.0,3,24.4,24.8,25.2,2,26.2,27.9,28.8,5,3.5,6.0,7.4,3,2.88,나쁨
20210827,SF79,남해동부,부산남부,20210827,농어,SB,12,2,0.6,0.8,1.0,3,24.4,24.8,25.2,3,26.2,27.9,28.8,5,3.5,6.0,7.4,3,2.92,나쁨
20210827,SF67,남해동부,부산동부,20210827,우럭,RF,12,4,0.4,0.5,0.7,3,21.0,22.4,23.9,3,25.7,26.1,26.4,5,4.9,8.3,9.7,2,2.60,나쁨
20210827,SF68,남해동부,부산동부,20210827,감성돔,BP,12,3,0.4,0.5,0.7,3,21.0,22.4,23.9,3,25.7,26.1,26.4,5,4.9,8.3,9.7,2,2.60,나쁨
20210827,SF69,남해동부,부산동부,20210827,참돔,RP,12,2,0.4,0.5,0.7,3,21.0,22.4,23.9,4,25.7,26.1,26.4,5,4.9,8.3,9.7,2,2.60,나쁨
20210827,SF70,남해동부,부산동부,20210827,벵에돔,OP,12,3,0.4,0.5,0.7,3,21.0,22.4,23.9,4,25.7,26.1,26.4,5,4.9,8.3,9.7,2,2.60,나쁨
20210827,SF71,남해동부,부산동부,20210827,농어,SB,12,2,0.4,0.5,0.7,3,21.0,22.4,23.9,4,25.7,26.1,26.4,5,4.9,8.3,9.7,2,2.60,나쁨
20210827,SF60,남해동부,부산서부,20210827,우럭,RF,12,4,0.4,0.7,0.8,3,23.9,24.4,24.8,3,26.0,26.6,27.0,5,2.5,6.7,8.4,3,3.24,보통
20210827,SF61,남해동부,부산서부,20210827,감성돔,BP,12,3,0.4,0.7,0.8,3,23.9,24.4,24.8,2,26.0,26.6,27.0,5,2.5,6.7,8.4,3,2.88,나쁨
20210827,SF62,남해동부,부산서부,20210827,돌돔,RB,12,5,0.4,0.7,0.8,3,23.9,24.4,24.8,5,26.0,26.6,27.0,5,2.5,6.7,8.4,3,3.80,보통
20210827,SF63,남해동부,부산서부,20210827,참돔,RP,12,2,0.4,0.7,0.8,3,23.9,24.4,24.8,3,26.0,26.6,27.0,5,2.5,6.7,8.4,3,2.92,나쁨
20210827,SF64,남해동부,부산서부,20210827,벵에돔,OP,12,3,0.4,0.7,0.8,3,23.9,24.4,24.8,2,26.0,26.6,27.0,5,2.5,6.7,8.4,3,2.88,나쁨
20210827,SF65,남해동부,부산서부,20210827,농어,SB,12,2,0.4,0.7,0.8,3,23.9,24.4,24.8,3,26.0,26.6,27.0,5,2.5,6.7,8.4,3,2.92,나쁨
20210827,SF1,황해남부,상왕등도,20210827,감성돔,BP,12,3,0.1,0.6,0.9,3,25.6,25.7,25.9,1,22.7,24.2,25.8,5,3.9,6.8,11.1,2,2.60,나쁨
