STN,NAME,DATE,AM/PM,TEMP_MIN,TEMP_AVE,TEMP_MAX,WIND_MIN,WIND_AVE,WIND_MAX,SKY,RAIN_AMT
HS1,대천해수욕장,20210827,AM,24.0,24.0,24.0,1.1,2.7,4.3,4,0.5
HS1,대천해수욕장,20210827,PM,23.0,23.7,24.0,4.0,4.6,5.6,4,5.2
HS1,대천해수욕장,20210828,AM,23.0,24.0,25.0,0.9,1.2,1.6,4,0
HS1,대천해수욕장,20210828,PM,24.0,24.7,25.0,0.9,1.8,2.3,4,0
HS1,대천해수욕장,20210829,AM,24.0,25.0,26.0,1.1,2.2,3.4,4,0
HS1,대천해수욕장,20210829,PM,25.0,25.7,26.0,0.8,1.0,1.1,4,1.5
HS2,춘장대해수욕장,20210827,AM,24.0,24.0,24.0,2.2,4.0,5.7,4,0
HS2,춘장대해수욕장,20210827,PM,23.0,23.7,24.0,5.4,5.9,6.5,4,4
HS2,춘장대해수욕장,20210828,AM,23.0,24.0,25.0,0.9,1.5,2.1,4,0
HS2,춘장대해수욕장,20210828,PM,24.0,24.7,25.0,0.9,2.7,3.6,4,0
HS2,춘장대해수욕장,20210829,AM,24.0,25.0,26.0,3.8,3.8,3.8,4,1
HS2,춘장대해수욕장,20210829,PM,26.0,26.0,26.0,2.6,3.2,3.8,4,2.3
HS3,무창포해수욕장,20210827,AM,24.0,24.5,25.0,1.6,3.4,5.2,4,0
HS3,무창포해수욕장,20210827,PM,23.0,23.7,24.0,4.7,5.4,6.2,4,4.5
HS3,무창포해수욕장,20210828,AM,23.0,24.5,26.0,1.0,1.4,1.7,4,0
HS3,무창포해수욕장,20210828,PM,24.0,25.0,26.0,1.0,2.2,2.8,4,0
HS3,무창포해수욕장,20210829,AM,24.0,25.0,26.0,1.3,2.6,3.9,4,0
HS3,무창포해수욕장,20210829,PM,25.0,25.7,26.0,0.9,1.2,1.4,4,1.6
HS4,꽃지해수욕장,20210827,AM,23.0,23.5,24.0,1.1,2.8,4.5,4,0
HS4,꽃지해수욕장,20210827,PM,22.0,22.7,23.0,4.5,5.6,7.9,4,18.6
HS4,꽃지해수욕장,20210828,AM,23.0,24.0,25.0,0.3,0.7,1.0,4,0
HS4,꽃지해수욕장,20210828,PM,24.0,24.7,25.0,0.3,1.7,2.6,4,0
HS4,꽃지해수욕장,20210829,AM,23.0,24.0,25.0,5.1,6.0,7.0,4,0
HS4,꽃지해수욕장,20210829,PM,24.0,24.7,25.0,3.8,5.5,7.0,4,0
HS5,만리포해수욕장,20210827,AM,23.0,23.5,24.0,4.9,5.4,5.9,4,0
HS5,만리포해수욕장,20210827,PM,21.0,22.0,23.0,3.3,4.6,5.9,4,5.2
HS5,만리포해수욕장,20210828,AM,23.0,24.0,25.0,1.8,2.0,2.2,4,0
HS5,만리포해수욕장,20210828,PM,23.0,24.7,26.0,2.2,2.9,3.8,4,0
HS5,만리포해수욕장,20210829,AM,23.0,23.5,24.0,6.3,6.4,6.6,4,0
HS5,만리포해수욕장,20210829,PM,23.0,24.0,25.0,3.3,4.9,6.3,4,0
HS6,몽산포해수욕장,20210827,AM,23.0,24.0,25.0,3.1,3.8,4.5,4,0
HS6,몽산포해수욕장,20210827,PM,22.0,22.7,23.0,3.6,4.8,6.3,4,21.4
HS6,몽산포해수욕장,20210828,AM,23.0,24.0,25.0,0.8,1.1,1.3,4,0
HS6,몽산포해수욕장,20210828,PM,24.0,24.7,25.0,1.3,2.5,3.5,4,0
HS6,몽산포해수욕장,20210829,AM,23.0,24.0,25.0,5.9,6.1,6.3,4,0
HS6,몽산포해수욕장,20210829,PM,24.0,24.7,25.0,3.4,5.0,6.3,4,0
HS7,우전해수욕장,20210827,AM,25.0,26.5,28.0,8.1,8.8,9.5,4,3.6
HS7,우전해수욕장,20210827,PM,25.0,26.7,28.0,5.6,7.1,9.5,4,20.3
HS7,우전해수욕장,20210828,AM,25.0,26.0,27.0,4.5,4.8,5.1,4,0
HS7,우전해수욕장,20210828,PM,25.0,26.3,27.0,4.8,5.0,5.1,4,0
