FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
SW,20210827,AM,26.4,15.0,4.2,17.1,23.6,6.5,0.4,10.0,12.0,3.9,0.5,0.1,2.2,17.4,1,0.0,-,-,72.0,좋음
SW,20210827,PM,27.5,13.1,7.1,12.0,23.9,6.4,0.5,11.7,12.0,3.9,0.5,0.1,3.1,17.4,1,0.1,-,-,60.0,보통
SW,20210828,AM,26.5,14.8,5.6,14.6,23.1,6.8,0.4,10.0,13.0,3.9,0.3,1.0,4.0,7.5,1,2.9,-,-,60.0,보통
SW,20210828,PM,26.8,14.3,6.2,13.6,23.5,6.6,0.3,10.0,13.0,3.9,0.5,0.1,2.0,17.4,1,0.0,-,-,67.9,좋음
SW,20210829,AM,26.7,14.5,5.2,15.3,23.6,6.5,0.1,10.0,14.0,3.9,0.2,1.5,3.9,7.5,1,0.0,-,-,61.2,보통
SW,20210829,PM,27.0,13.9,6.6,12.9,23.9,6.4,0.2,10.0,14.0,3.9,0.5,0.1,3.2,17.4,1,0.0,-,-,66.6,좋음
SW,20210830,DY,26.2,15.3,4.1,17.2,24.1,6.3,0.4,10.0,15.0,4.9,0.3,1.0,3.0,17.4,1,0.0,-,-,74.1,좋음
SW,20210831,DY,25.3,16.9,6.6,12.9,24.8,6.0,0.2,10.0,1.0,4.9,0.2,1.5,4.0,7.5,1,0.0,-,-,61.7,보통
SW,20210901,DY,25.2,17.1,6.4,13.2,25.9,5.4,0.6,10.9,2.0,4.9,0.2,1.5,4.0,7.5,1,0.0,-,-,62.5,보통
SW,20210902,DY,25.8,16.0,8.7,9.2,26.0,5.4,0.7,10.1,3.0,4.9,0.3,1.0,4.0,7.5,1,0.0,-,-,56.1,보통
NE,20210827,AM,26.0,13.0,5.2,12.7,20.5,13.8,0.3,11.8,12.0,8.5,0.3,0.4,2.1,14.1,1,0.0,-,-,76.3,매우좋음
NE,20210827,PM,26.8,11.8,8.7,7.7,21.1,13.8,0.5,13.8,12.0,8.5,0.3,0.4,3.2,14.1,1,0.5,-,-,60.0,보통
NE,20210828,AM,25.8,13.3,6.4,11.0,20.1,13.8,0.4,11.8,13.0,8.5,0.3,0.4,3.5,6.1,1,2.8,-,-,60.0,보통
NE,20210828,PM,25.8,13.3,6.5,10.8,20.9,13.8,0.3,11.8,13.0,8.5,0.2,0.7,1.7,20.2,1,0.0,-,-,81.1,매우좋음
NE,20210829,AM,26.1,12.8,6.7,10.5,20.9,13.8,0.1,11.8,14.0,8.5,0.2,0.7,3.7,6.1,1,0.1,-,-,60.0,보통
NE,20210829,PM,26.3,12.6,8.1,8.5,21.5,13.8,0.2,11.8,14.0,8.5,0.3,0.4,3.1,14.1,1,0.1,-,-,60.0,보통
NE,20210830,DY,25.6,13.6,4.7,13.4,22.0,13.8,0.2,11.8,15.0,10.6,0.2,0.7,3.0,14.1,1,0.0,-,-,80.0,매우좋음
NE,20210831,DY,24.4,15.3,6.6,10.7,24.0,12.0,0.2,11.8,1.0,10.6,0.2,0.7,4.0,6.1,1,0.0,-,-,69.2,좋음
NE,20210901,DY,24.6,15.0,6.3,11.1,25.8,10.3,0.5,13.8,2.0,10.6,0.2,0.7,4.0,6.1,1,0.0,-,-,69.6,좋음
NE,20210902,DY,25.5,13.7,10.7,4.8,25.2,10.9,0.5,13.8,3.0,10.6,0.3,0.4,4.0,6.1,1,0.0,-,-,62.3,보통
