FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
CN,20210827,AM,26.3,15.0,4.6,16.2,26.5,6.6,0.3,9.6,12.0,5.5,,0.0,1.0,24.1,1,0.0,-,-,79.0,매우좋음
CN,20210827,PM,26.9,14.0,6.9,12.2,26.8,6.4,0.4,9.6,12.0,5.5,,0.0,1.0,24.1,1,0.0,-,-,73.8,좋음
CN,20210828,AM,25.9,15.7,6.1,13.6,26.6,6.5,0.2,9.6,13.0,5.5,,0.0,1.0,24.1,1,0.0,-,-,77.0,매우좋음
CN,20210828,PM,26.1,15.3,6.6,12.8,26.9,6.3,0.2,9.6,13.0,5.5,,0.0,1.0,24.1,1,0.0,-,-,75.6,매우좋음
CN,20210829,AM,25.7,16.0,4.8,15.9,26.7,6.5,0.1,9.6,14.0,5.5,,0.0,1.0,24.1,1,0.0,-,-,79.6,매우좋음
CN,20210829,PM,26.2,15.2,6.4,13.1,27.0,6.3,0.2,9.6,14.0,5.5,,0.0,1.0,24.1,1,0.0,-,-,75.8,매우좋음
CN,20210830,DY,26.1,15.3,5.1,15.3,26.8,6.4,0.4,9.6,15.0,6.9,,0.0,1.0,24.1,1,0.0,-,-,79.6,매우좋음
CN,20210831,DY,25.7,16.0,5.8,14.1,26.8,6.4,0.1,9.6,1.0,6.9,,0.0,1.0,24.1,1,0.0,-,-,79.1,매우좋음
CN,20210901,DY,25.5,16.4,6.5,12.9,26.6,6.5,0.7,9.8,2.0,6.9,,0.0,1.0,24.1,1,0.0,-,-,78.6,매우좋음
CN,20210902,DY,25.3,16.7,7.1,11.9,26.7,6.5,0.9,8.3,3.0,6.9,,0.0,1.0,24.1,1,0.0,-,-,76.4,매우좋음
IS,20210827,AM,26.2,9.7,4.5,10.5,26.0,11.3,0.6,14.4,12.0,12.4,0.2,4.4,1.0,15.5,1,0.0,-,-,80.2,매우좋음
IS,20210827,PM,26.2,9.7,5.5,9.4,26.5,10.8,0.8,12.4,12.0,12.4,0.3,3.0,1.0,15.5,1,0.0,-,-,75.2,매우좋음
IS,20210828,AM,25.8,10.2,5.4,9.5,25.3,12.1,0.5,15.5,13.0,12.4,0.3,3.0,1.0,15.5,1,0.0,-,-,80.2,매우좋음
IS,20210828,PM,25.9,10.1,5.4,9.5,25.9,11.5,0.4,13.2,13.0,12.4,0.3,3.0,1.0,15.5,1,0.0,-,-,77.2,매우좋음
IS,20210829,AM,25.5,10.5,3.6,11.5,25.4,12.0,0.1,13.2,14.0,12.4,0.3,3.0,1.0,15.5,1,0.0,-,-,80.1,매우좋음
IS,20210829,PM,25.8,10.2,4.6,10.4,26.1,11.2,0.1,13.2,14.0,12.4,0.2,4.4,1.0,15.5,1,0.0,-,-,79.3,매우좋음
IS,20210830,DY,25.7,10.3,5.8,9.1,25.9,11.5,0.6,14.4,15.0,15.5,0.2,4.4,1.0,15.5,1,0.0,-,-,82.7,매우좋음
IS,20210831,DY,25.6,10.4,6.2,8.6,25.9,11.5,0.2,13.2,1.0,15.5,0.2,4.4,1.0,15.5,1,0.0,-,-,81.1,매우좋음
IS,20210901,DY,25.5,10.5,6.6,8.2,25.7,11.7,0.6,14.4,2.0,15.5,0.2,4.4,1.0,15.5,1,0.0,-,-,82.2,매우좋음
IS,20210902,DY,25.7,10.3,7.4,7.3,25.9,11.5,1.4,6.2,3.0,15.5,0.4,1.6,1.0,15.5,1,0.0,-,-,69.9,좋음
