생산일,코드,권역,지역,예측일자,어종,어종타입,물때,물때점수,최소파고,평균파고,최대파고,파고점수,최소수온,평균수온,최대수온,수온점수,최저기온,평균기온,최대기온,기온점수,최소풍속,평균풍속,최대풍속,풍속점수,총점수
20210827,SF27,황해중부,어청도,20210826,우럭,RF,11,4,0.3,0.5,0.7,3,25,25,25,2,26,26,26,5,2,6,7,3,3.04
20210827,SF28,황해중부,어청도,20210826,감성돔,BP,11,4,0.3,0.5,0.7,3,25,25,25,1,26,26,26,5,2,6,7,3,2.84
20210827,SF4,남해서부,연도,20210826,감성돔,BP,11,4,0.3,0.3,0.4,4,26,27,28,1,26,26,26,5,3,5,6,3,3.20
20210827,SF47,황해중부,영흥도,20210826,우럭,RF,11,4,0.5,0.6,0.7,3,24,24,24,3,24,25,25,5,4,6,7,3,3.24
20210827,SF48,황해중부,영흥도,20210826,농어,SB,11,3,0.5,0.6,0.7,3,24,24,24,3,24,25,25,5,4,6,7,3,3.08
20210827,SF52,동해중부,외옹치항,20210826,우럭,RF,11,4,0.7,0.8,1.0,3,23,23,23,3,24,25,27,5,2,3,5,3,3.24
20210827,SF53,동해중부,외옹치항,20210826,감성돔,BP,11,4,0.7,0.8,1.0,3,23,23,23,2,24,25,27,5,2,3,5,3,3.04
20210827,SF8,남해동부,욕지도,20210826,벵에돔,OP,11,4,0.7,0.8,0.9,3,26,27,27,1,26,26,27,5,3,6,8,3,2.84
20210827,SF5,동해남부,울산,20210826,감성돔,BP,11,4,0.1,0.1,0.1,5,21,21,22,3,26,26,27,5,2,6,9,2,3.72
20210827,SF6,동해남부,울진후정,20210826,감성돔,BP,11,4,0.7,0.8,1.1,2,24,25,26,1,25,27,28,5,0,3,6,3,2.40
20210827,SF3,남해서부,추자도,20210826,감성돔,BP,11,4,0.6,0.7,0.9,3,22,22,22,3,26,26,26,5,2,3,4,4,3.48
20210827,SF40,동해남부,포항,20210826,농어,SB,11,3,0.3,0.4,0.5,4,25,26,28,2,26,27,28,5,0,1,2,4,3.48
20210827,SF42,동해남부,포항,20210826,감성돔,BP,11,4,0.3,0.4,0.5,4,25,26,28,1,26,27,28,5,0,1,2,4,3.44
20210827,SF43,동해남부,포항,20210826,벵에돔,OP,11,4,0.3,0.4,0.5,4,25,26,28,1,26,27,28,5,0,1,2,4,3.44
20210827,SF9,황해남부,하조도,20210826,돌돔,RB,11,4,0.3,0.4,0.7,3,25,25,25,5,26,26,26,5,3,3,4,4,3.88
20210827,SF44,동해남부,후포,20210826,벵에돔,OP,11,4,0.6,0.8,1.0,3,25,25,26,1,25,26,27,5,1,4,7,3,2.84
20210827,SF45,동해남부,후포,20210826,감성돔,BP,11,4,0.6,0.8,1.0,3,25,25,26,1,25,26,27,5,1,4,7,3,2.84
20210827,SF46,동해남부,후포,20210826,우럭,RF,11,4,0.6,0.8,1.0,3,25,25,26,2,25,26,27,5,1,4,7,3,3.04
