생산일,코드,권역,지역,예측일자,어종,어종타입,물때,물때점수,최소파고,평균파고,최대파고,파고점수,최소수온,평균수온,최대수온,수온점수,최저기온,평균기온,최대기온,기온점수,최소풍속,평균풍속,최대풍속,풍속점수,총점수
20210827,SF2,황해남부,가거도,20210826,감성돔,BP,11,4,1.0,1.2,1.3,2,26,26,27,1,26,26,26,5,3,4,5,3,2.40
20210827,SF35,남해서부,거문도,20210826,농어,SB,11,3,0.9,1.2,1.4,2,25,25,26,3,26,26,26,5,3,4,4,4,2.80
20210827,SF37,남해서부,거문도,20210826,참돔,RP,11,3,0.9,1.2,1.4,2,25,25,26,3,26,26,26,5,3,4,4,4,2.80
20210827,SF38,남해서부,거문도,20210826,감성돔,BP,11,4,0.9,1.2,1.4,2,25,25,26,1,26,26,26,5,3,4,4,4,2.80
20210827,SF39,남해서부,거문도,20210826,우럭,RF,11,4,0.9,1.2,1.4,2,25,25,26,2,26,26,26,5,3,4,4,4,2.80
20210827,SF14,남해동부,거제도,20210826,우럭,RF,11,4,0.6,0.8,1.3,2,23,23,24,3,26,27,29,5,1,4,8,3,2.40
20210827,SF11,황해중부,국화도,20210826,우럭,RF,11,4,0.3,0.4,0.5,4,25,25,25,2,25,25,26,5,4,6,7,3,3.40
20210827,SF56,제주도,김녕,20210826,벵에돔,OP,11,4,0.3,0.5,0.9,3,26,26,27,1,26,26,26,5,1,2,3,4,3.08
20210827,SF57,제주도,김녕,20210826,농어,SB,11,3,0.3,0.5,0.9,3,26,26,27,2,26,26,26,5,1,2,3,4,3.12
20210827,SF58,제주도,김녕,20210826,돌돔,RB,11,4,0.3,0.5,0.9,3,26,26,27,4,26,26,26,5,1,2,3,4,3.68
20210827,SF59,제주도,김녕,20210826,참돔,RP,11,3,0.3,0.5,0.9,3,26,26,27,2,26,26,26,5,1,2,3,4,3.12
20210827,SF49,황해중부,모항항,20210826,우럭,RF,11,4,0.5,0.6,0.6,3,23,24,24,3,25,25,25,5,2,5,7,3,3.24
20210827,SF50,황해중부,모항항,20210826,감성돔,BP,11,4,0.5,0.6,0.6,3,23,24,24,2,25,25,25,5,2,5,7,3,3.04
20210827,SF51,황해중부,방포항,20210826,우럭,RF,11,4,0.4,0.5,0.5,4,24,25,25,2,25,26,26,5,2,5,6,3,3.40
20210827,SF74,남해동부,부산남부,20210826,우럭,RF,11,4,0.9,1.2,1.3,2,21,22,23,3,28,28,29,5,2,4,6,3,2.40
20210827,SF75,남해동부,부산남부,20210826,감성돔,BP,11,4,0.9,1.2,1.3,2,21,22,23,3,28,28,29,5,2,4,6,3,2.40
20210827,SF76,남해동부,부산남부,20210826,돌돔,RB,11,4,0.9,1.2,1.3,2,21,22,23,4,28,28,29,5,2,4,6,3,2.40
20210827,SF77,남해동부,부산남부,20210826,참돔,RP,11,3,0.9,1.2,1.3,2,21,22,23,4,28,28,29,5,2,4,6,3,2.40
20210827,SF78,남해동부,부산남부,20210826,벵에돔,OP,11,4,0.9,1.2,1.3,2,21,22,23,4,28,28,29,5,2,4,6,3,2.40
20210827,SF79,남해동부,부산남부,20210826,농어,SB,11,3,0.9,1.2,1.3,2,21,22,23,4,28,28,29,5,2,4,6,3,2.40
20210827,SF67,남해동부,부산동부,20210826,우럭,RF,11,4,0.3,0.5,0.7,3,17,18,20,5,26,26,27,5,3,6,8,3,3.64
20210827,SF68,남해동부,부산동부,20210826,감성돔,BP,11,4,0.3,0.5,0.7,3,17,18,20,5,26,26,27,5,3,6,8,3,3.64
20210827,SF69,남해동부,부산동부,20210826,참돔,RP,11,3,0.3,0.5,0.7,3,17,18,20,5,26,26,27,5,3,6,8,3,3.48
20210827,SF70,남해동부,부산동부,20210826,벵에돔,OP,11,4,0.3,0.5,0.7,3,17,18,20,5,26,26,27,5,3,6,8,3,3.64
20210827,SF71,남해동부,부산동부,20210826,농어,SB,11,3,0.3,0.5,0.7,3,17,18,20,4,26,26,27,5,3,6,8,3,3.28
20210827,SF60,남해동부,부산서부,20210826,우럭,RF,11,4,0.9,1.2,1.3,2,16,18,19,5,26,27,28,5,1,5,7,3,2.40
20210827,SF61,남해동부,부산서부,20210826,감성돔,BP,11,4,0.9,1.2,1.3,2,16,18,19,5,26,27,28,5,1,5,7,3,2.40
20210827,SF62,남해동부,부산서부,20210826,돌돔,RB,11,4,0.9,1.2,1.3,2,16,18,19,3,26,27,28,5,1,5,7,3,2.40
20210827,SF63,남해동부,부산서부,20210826,참돔,RP,11,3,0.9,1.2,1.3,2,16,18,19,5,26,27,28,5,1,5,7,3,2.40
20210827,SF64,남해동부,부산서부,20210826,벵에돔,OP,11,4,0.9,1.2,1.3,2,16,18,19,5,26,27,28,5,1,5,7,3,2.40
20210827,SF65,남해동부,부산서부,20210826,농어,SB,11,3,0.9,1.2,1.3,2,16,18,19,4,26,27,28,5,1,5,7,3,2.40
20210827,SF1,황해남부,상왕등도,20210826,감성돔,BP,11,4,0.4,0.6,0.7,3,26,26,26,1,26,26,26,5,4,6,7,3,2.84
20210827,SF29,황해남부,상태도,20210826,농어,SB,11,3,0.8,0.9,1.1,2,22,22,23,4,26,26,26,5,3,4,5,3,2.40
20210827,SF31,황해남부,상태도,20210826,참돔,RP,11,3,0.8,0.9,1.1,2,22,22,23,4,26,26,26,5,3,4,5,3,2.40
20210827,SF32,황해남부,상태도,20210826,돌돔,RB,11,4,0.8,0.9,1.1,2,22,22,23,4,26,26,26,5,3,4,5,3,2.40
20210827,SF33,황해남부,상태도,20210826,우럭,RF,11,4,0.8,0.9,1.1,2,22,22,23,3,26,26,26,5,3,4,5,3,2.40
20210827,SF34,황해남부,상태도,20210826,감성돔,BP,11,4,0.8,0.9,1.1,2,22,22,23,3,26,26,26,5,3,4,5,3,2.40
20210827,SF7,제주도,서귀포,20210826,벵에돔,OP,11,4,0.8,0.9,1.1,2,22,22,22,4,26,26,27,5,3,6,7,3,2.40
20210827,SF10,제주도,성산포,20210826,돌돔,RB,11,4,0.3,0.4,0.5,4,25,26,27,4,26,27,28,5,2,5,7,3,3.80
20210827,SF15,황해남부,신시도,20210826,우럭,RF,11,4,0.3,0.5,0.7,3,26,26,26,2,26,26,26,5,5,6,7,3,3.04
20210827,SF16,남해서부,신지도,20210826,우럭,RF,11,4,0.3,0.4,0.5,4,25,25,26,2,26,26,27,5,2,5,6,3,3.40
20210827,SF54,동해중부,아야진항,20210826,우럭,RF,11,4,0.7,1.0,1.3,2,23,23,23,3,24,25,26,5,2,3,5,3,2.40
20210827,SF55,동해중부,아야진항,20210826,감성돔,BP,11,4,0.7,1.0,1.3,2,23,23,23,2,24,25,26,5,2,3,5,3,2.40
20210827,SF24,황해중부,어청도,20210826,농어,SB,11,3,0.3,0.5,0.7,3,25,25,25,3,26,26,26,5,2,6,7,3,3.08
20210827,SF25,황해중부,어청도,20210826,참돔,RP,11,3,0.3,0.5,0.7,3,25,25,25,3,26,26,26,5,2,6,7,3,3.08
20210827,SF26,황해중부,어청도,20210826,돌돔,RB,11,4,0.3,0.5,0.7,3,25,25,25,5,26,26,26,5,2,6,7,3,3.64
