생산일,코드,해수욕장,예측일자,시간,평균기온,기온점수,평균수온,수온점수,최대풍속,풍속점수,최대파고,파고점수,총점수
20210827,HS1,대천해수욕장,20210826,AM,25.9,4,25.7,5,6.3,3,0.5,4,3.80
20210827,HS1,대천해수욕장,20210826,PM,25.9,4,25.8,5,5.9,3,0.8,4,3.80
20210827,HS2,춘장대해수욕장,20210826,AM,26.0,4,25.7,5,6.4,3,0.5,4,3.80
20210827,HS2,춘장대해수욕장,20210826,PM,26.0,4,25.8,5,6.3,3,0.8,4,3.80
20210827,HS3,무창포해수욕장,20210826,AM,25.9,4,25.7,5,6.4,3,0.5,4,3.80
20210827,HS3,무창포해수욕장,20210826,PM,25.8,4,25.8,5,6.2,3,0.8,4,3.80
20210827,HS4,꽃지해수욕장,20210826,AM,26.8,4,25.4,5,6.5,3,0.5,4,3.80
20210827,HS4,꽃지해수욕장,20210826,PM,26.6,4,24.9,5,6.1,3,0.5,4,3.80
20210827,HS5,만리포해수욕장,20210826,AM,27.7,5,23.7,5,7.2,3,0.6,4,3.85
20210827,HS5,만리포해수욕장,20210826,PM,26.7,4,23.4,5,6.5,3,0.6,4,3.80
20210827,HS6,몽산포해수욕장,20210826,AM,25.3,4,23.7,5,6.8,3,0.6,4,3.80
20210827,HS6,몽산포해수욕장,20210826,PM,25.3,4,23.4,5,5.9,3,0.6,4,3.80
20210827,HS7,우전해수욕장,20210826,AM,26.4,4,25.2,5,3.9,4,0.4,5,4.65
20210827,HS7,우전해수욕장,20210826,PM,26.3,4,25.3,5,4.6,4,0.6,4,4.10
20210827,HS8,연포해수욕장,20210826,AM,25.2,4,23.7,5,6.8,3,0.6,4,3.80
20210827,HS8,연포해수욕장,20210826,PM,25.2,4,23.4,5,5.3,3,0.6,4,3.80
20210827,HS9,어은돌해수욕장,20210826,AM,25.3,4,23.7,5,7.1,3,0.6,4,3.80
20210827,HS9,어은돌해수욕장,20210826,PM,25.1,4,23.4,5,5.3,3,0.6,4,3.80
20210827,HS10,신두리해수욕장,20210826,AM,28.1,5,23.3,5,7.5,3,0.6,4,3.85
20210827,HS10,신두리해수욕장,20210826,PM,26.8,4,23.5,5,6.9,3,0.6,4,3.80
20210827,HS11,학암포해수욕장,20210826,AM,25.7,4,23.3,5,7.3,3,0.3,5,4.35
20210827,HS11,학암포해수욕장,20210826,PM,25.1,4,23.5,5,6.4,3,0.5,4,3.80
20210827,HS12,가마미해수욕장,20210826,AM,26.1,4,25.4,5,5.5,3,0.4,5,4.35
20210827,HS12,가마미해수욕장,20210826,PM,25.9,4,25.4,5,6.1,3,0.6,4,3.80
20210827,HS15,가계해수욕장,20210826,AM,25.9,4,25.0,5,6.4,3,0.7,4,3.80
20210827,HS15,가계해수욕장,20210826,PM,26.0,4,25.1,5,6.4,3,0.4,5,4.35
20210827,HS16,을왕리해수욕장,20210826,AM,24.7,4,25.1,5,7.4,3,0.5,4,3.80
20210827,HS16,을왕리해수욕장,20210826,PM,24.4,4,25.5,5,6.2,3,0.4,5,4.35
20210827,HS17,만성리해수욕장,20210826,AM,26.7,4,26.7,5,5.7,3,0.4,5,4.35
20210827,HS17,만성리해수욕장,20210826,PM,26.9,4,27.2,5,7.4,3,0.3,5,4.35
20210827,HS18,상주해수욕장,20210826,AM,28.5,5,26.7,5,3.7,4,0.8,4,4.15
20210827,HS18,상주해수욕장,20210826,PM,27.4,5,27.2,5,4.5,4,0.9,4,4.15
20210827,HS19,명사십리해수욕장,20210826,AM,25.7,4,25.3,5,6.0,3,0.6,4,3.80
20210827,HS19,명사십리해수욕장,20210826,PM,26.2,4,25.3,5,5.9,3,0.6,4,3.80
20210827,HS20,함덕서우봉해수욕장,20210826,AM,25.5,4,25.1,5,3.6,4,0.4,5,4.65
20210827,HS20,함덕서우봉해수욕장,20210826,PM,25.6,4,25.2,5,2.3,4,0.4,5,4.65
20210827,HS21,협재해수욕장,20210826,AM,25.6,4,25.1,5,6.4,3,0.9,4,3.80
20210827,HS21,협재해수욕장,20210826,PM,26.4,4,25.2,5,6.4,3,0.7,4,3.80
20210827,HS22,중문색달해수욕장,20210826,AM,26.0,4,22.4,5,3.9,4,1.2,3,3.55
20210827,HS22,중문색달해수욕장,20210826,PM,26.3,4,22.8,5,4.0,4,1.4,3,3.55
20210827,HS23,율포해수욕장,20210826,AM,25.5,4,25.3,5,5.1,3,0.6,4,3.80
20210827,HS23,율포해수욕장,20210826,PM,26.8,4,25.3,5,7.0,3,0.6,4,3.80
20210827,HS24,송호해수욕장,20210826,AM,25.2,4,25.0,5,4.6,4,0.5,4,4.10
20210827,HS24,송호해수욕장,20210826,PM,25.4,4,25.1,5,4.9,4,0.4,5,4.65
20210827,HS25,이호테우해수욕장,20210826,AM,28.9,5,25.1,5,6.5,3,0.4,5,4.40
20210827,HS25,이호테우해수욕장,20210826,PM,26.9,4,25.2,5,5.2,3,0.4,5,4.35
20210827,HS26,표선해비치해수욕장,20210826,AM,30.4,5,26.4,5,4.2,4,0.5,4,4.15
20210827,HS26,표선해비치해수욕장,20210826,PM,28.4,5,26.7,5,3.8,4,0.5,4,4.15
20210827,HS28,구조라해수욕장,20210826,AM,30.1,5,23.0,5,4.6,4,1.3,3,3.60
20210827,HS28,구조라해수욕장,20210826,PM,28.2,5,23.8,5,5.4,3,1.0,3,3.30
20210827,HS29,해운대해수욕장,20210826,AM,25.4,4,19.9,3,6.6,3,0.8,4,3.60
20210827,HS29,해운대해수욕장,20210826,PM,25.9,4,18.9,3,8.1,2,0.7,4,3.30
20210827,HS30,광안리해수욕장,20210826,AM,25.8,4,19.9,3,6.8,3,0.8,4,3.60
20210827,HS30,광안리해수욕장,20210826,PM,26.5,4,18.9,3,7.8,3,0.7,4,3.60
20210827,HS31,송도해수욕장,20210826,AM,25.3,4,23.9,5,5.7,3,0.7,4,3.80
20210827,HS31,송도해수욕장,20210826,PM,26.0,4,23.9,5,8.4,2,0.7,4,3.50
20210827,HS32,송정해수욕장,20210826,AM,26.2,4,18.8,3,6.4,3,0.9,4,3.60
20210827,HS32,송정해수욕장,20210826,PM,26.2,4,17.7,2,8.5,2,1.0,3,2.65
20210827,HS33,다대포해수욕장,20210826,AM,26.1,4,24.4,5,6.3,3,0.7,4,3.80
20210827,HS33,다대포해수욕장,20210826,PM,26.7,4,24.9,5,8.6,2,0.7,4,3.50
20210827,HS34,일광해수욕장,20210826,AM,26.2,4,20.9,4,7.5,3,0.6,4,3.70
20210827,HS34,일광해수욕장,20210826,PM,27.2,5,21.4,4,8.6,2,0.7,4,3.45
20210827,HS35,경포해수욕장,20210826,AM,24.7,4,23.0,5,4.8,4,0.9,4,4.10
20210827,HS35,경포해수욕장,20210826,PM,27.0,5,23.0,5,2.8,4,0.9,4,4.15
20210827,HS36,망상해수욕장,20210826,AM,28.3,5,22.6,5,4.3,4,1.1,3,3.60
20210827,HS36,망상해수욕장,20210826,PM,29.6,5,22.7,5,3.6,4,0.9,4,4.15
20210827,HS37,속초해수욕장,20210826,AM,24.6,4,22.6,5,6.0,3,0.9,4,3.80
20210827,HS37,속초해수욕장,20210826,PM,26.2,4,22.7,5,4.4,4,1.0,3,3.55
20210827,HS38,낙산해수욕장,20210826,AM,24.8,4,22.9,5,5.3,3,0.9,4,3.80
20210827,HS38,낙산해수욕장,20210826,PM,26.5,4,23.0,5,4.0,4,1.0,3,3.55
20210827,HS39,영일대해수욕장,20210826,AM,30.7,5,25.3,5,3.4,4,0.3,5,4.70
20210827,HS39,영일대해수욕장,20210826,PM,31.8,5,25.4,5,4.8,4,0.5,4,4.15
20210827,HS40,월포해수욕장,20210826,AM,25.6,4,25.3,5,2.4,4,0.3,5,4.65
20210827,HS40,월포해수욕장,20210826,PM,26.8,4,25.4,5,2.3,4,0.5,4,4.10
20210827,HS41,주문진해수욕장,20210826,AM,24.7,4,21.4,4,3.9,4,0.8,4,4.00
20210827,HS41,주문진해수욕장,20210826,PM,26.0,4,21.6,4,3.7,4,0.7,4,4.00
20210827,HS42,고래불해수욕장,20210826,AM,26.1,4,25.1,5,2.2,4,1.0,3,3.55
20210827,HS42,고래불해수욕장,20210826,PM,26.9,4,25.5,5,4.7,4,0.9,4,4.10
20210827,HS43,화진포해수욕장,20210826,AM,24.1,4,22.6,5,6.6,3,1.3,3,3.25
20210827,HS43,화진포해수욕장,20210826,PM,25.7,4,22.7,5,4.9,4,1.2,3,3.55
20210827,HS44,관성해수욕장,20210826,AM,29.4,5,20.9,4,3.9,4,0.1,5,4.60
20210827,HS44,관성해수욕장,20210826,PM,29.1,5,21.4,4,5.5,3,0.1,5,4.30
20210827,HS46,삼척해수욕장,20210826,AM,24.3,4,22.6,5,5.3,3,1.1,3,3.25
20210827,HS46,삼척해수욕장,20210826,PM,26.5,4,22.7,5,3.5,4,0.9,4,4.10
20210827,HS47,송지호해수욕장,20210826,AM,24.1,4,22.6,5,5.7,3,1.3,3,3.25
20210827,HS47,송지호해수욕장,20210826,PM,25.3,4,22.7,5,6.0,3,1.2,3,3.25
20210827,HS49,칠포해수욕장,20210826,AM,25.8,4,25.3,5,3.1,4,0.3,5,4.65
20210827,HS49,칠포해수욕장,20210826,PM,27.7,5,25.4,5,1.9,5,0.5,4,4.45
20210827,HS50,진하해수욕장,20210826,AM,25.8,4,20.9,4,5.3,3,0.1,5,4.25
20210827,HS50,진하해수욕장,20210826,PM,26.5,4,21.4,4,9.1,2,0.1,5,3.95
20210827,HS51,변산해수욕장,20210826,AM,26.8,4,25.8,5,6.4,3,0.3,5,4.35
20210827,HS51,변산해수욕장,20210826,PM,26.1,4,25.9,5,6.5,3,0.4,5,4.35
20210827,HS52,선유도해수욕장,20210826,AM,26.1,4,26.0,5,6.8,3,0.4,5,4.35
20210827,HS52,선유도해수욕장,20210826,PM,26.0,4,25.9,5,6.7,3,0.7,4,3.80
20210827,HS53,구시포해수욕장,20210826,AM,26.1,4,25.4,5,5.7,3,0.4,5,4.35
20210827,HS53,구시포해수욕장,20210826,PM,25.9,4,25.4,5,6.3,3,0.6,4,3.80
