FC_AREA,STN,AREA,NAME,LON,LAT,ROMS_X,ROMS_Y,WRF_X,WRF_Y,WW3_X,WW3_Y,CWW3_X,CWW3_Y,CWWR_LOC,RWW3_X,RWW3_Y,CITY_X,CITY_Y,WARN_SEA,AGENCY1,MWHT_STN1,AGENCY2,MWHT_STN2,angle,AGENCY3,SST_STN1,AGENCY4,SST_STN2
SF,SW,부산,송정,129.199713,35.178613,369,430,178,127,146,182,480,159,2,170,178,100,76,부산앞바다,해양부이,송정해수욕장,해양부이,한수원_기장,50,해양부이,송정해수욕장,해양부이,한수원_기장

