FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
SW,20210826,AM,26.9,14.1,3.3,18.6,22.9,6.9,0.8,9.4,11.0,2.4,0.4,0.5,1.0,24.9,1,0.0,-,-,78.8,매우좋음
SW,20210826,PM,28.2,11.8,5.0,15.7,24.0,6.3,0.7,10.1,11.0,2.4,0.5,0.1,1.0,24.9,1,0.0,-,-,73.3,좋음
SW,20210827,AM,27.1,13.8,5.0,15.7,23.7,6.5,0.5,11.7,12.0,3.9,0.4,0.5,1.0,24.9,1,0.0,-,-,79.0,매우좋음
SW,20210827,PM,27.0,13.9,7.3,11.7,24.0,6.3,0.7,10.1,12.0,3.9,0.6,0.0,1.0,24.9,1,0.0,-,-,72.8,좋음
SW,20210828,AM,26.2,15.3,5.4,15.0,23.2,6.7,0.6,10.9,13.0,3.9,0.3,1.0,1.0,24.9,1,0.0,-,-,79.7,매우좋음
SW,20210828,PM,26.6,14.6,5.8,14.3,23.6,6.5,0.6,10.9,13.0,3.9,0.5,0.1,1.0,24.9,1,0.0,-,-,77.2,매우좋음
SW,20210829,DY,26.8,14.3,3.2,18.8,24.1,6.3,0.4,10.0,14.0,3.9,0.3,1.0,1.0,24.9,1,0.0,-,-,81.2,매우좋음
SW,20210830,DY,25.8,16.0,3.7,17.9,24.8,6.0,0.2,10.0,15.0,4.9,0.3,1.0,1.0,24.9,1,0.0,-,-,82.7,매우좋음
SW,20210831,DY,26.3,15.2,5.2,15.3,24.4,6.1,0.2,10.0,1.0,4.9,0.3,1.0,1.0,24.9,1,0.0,-,-,79.4,매우좋음
SW,20210901,DY,26.3,15.2,4.6,16.4,23.6,6.5,0.1,10.0,2.0,4.9,0.2,1.5,1.0,24.9,1,0.0,-,-,81.4,매우좋음
NE,20210826,AM,26.3,12.6,3.4,15.3,20.1,13.8,0.6,12.9,11.0,5.3,0.2,0.7,1.0,20.2,1,0.0,-,-,82.8,매우좋음
NE,20210826,PM,27.1,11.4,6.1,11.4,21.7,13.8,0.5,13.8,11.0,5.3,0.2,0.7,1.0,20.2,1,0.0,-,-,78.6,매우좋음
NE,20210827,AM,26.4,12.4,6.3,11.1,21.1,13.8,0.4,11.8,12.0,8.5,0.3,0.4,1.0,20.2,1,0.0,-,-,80.2,매우좋음
NE,20210827,PM,26.5,12.3,8.9,7.4,21.5,13.8,0.5,13.8,12.0,8.5,0.2,0.7,1.0,20.2,1,0.0,-,-,78.7,매우좋음
NE,20210828,AM,25.5,13.7,5.4,12.4,20.6,13.8,0.4,11.8,13.0,8.5,0.3,0.4,1.0,20.2,1,0.0,-,-,82.8,매우좋음
NE,20210828,PM,25.9,13.1,6.4,11.0,21.3,13.8,0.4,11.8,13.0,8.5,0.2,0.7,1.0,20.2,1,0.0,-,-,81.1,매우좋음
NE,20210829,DY,26.0,13.0,3.1,15.7,21.7,13.8,0.2,11.8,14.0,8.5,0.2,0.7,1.0,20.2,1,0.0,-,-,85.7,매우좋음
NE,20210830,DY,25.3,14.0,3.6,15.0,22.9,13.0,0.1,11.8,15.0,10.6,0.2,0.7,1.0,20.2,1,0.0,-,-,87.3,매우좋음
NE,20210831,DY,25.9,13.1,6.6,10.7,22.2,13.6,0.1,11.8,1.0,10.6,0.1,0.9,1.0,20.2,1,0.0,-,-,82.9,매우좋음
NE,20210901,DY,25.7,13.4,5.2,12.7,21.9,13.8,0.1,11.8,2.0,10.6,0.1,0.9,1.0,20.2,1,0.0,-,-,85.4,매우좋음
