생산일,코드,권역,지역,예측일자,갈라짐시작시간,갈라짐종료시간,체험시간,체험시간점수,최저기온,평균기온,최고기온,기온점수,최저풍속,평균풍속,최대풍속,풍속점수,날씨,날씨점수,총점수,예보지수
20210826,SD10,남해동부,소매물도,20210826,15:16,18:00,2.73,4,25.9,26.1,26.4,5,3.60,5.60,7.00,3,3,3,3.80,보통
20210826,SD11,남해동부,동섬,20210826,15:41,17:37,1.93,3,25.5,29.1,30.9,5,2.70,5.00,6.80,3,3,3,3.10,보통
20210826,SD19,남해서부,우도,20210826,09:00,09:09,0.15,1,26.0,29.0,30.4,5,1.90,4.30,5.90,3,3,3,1.00,매우나쁨
20210826,SD19,남해서부,우도,20210826,15:09,18:00,2.85,4,26.0,29.0,30.4,5,1.90,4.30,5.90,3,3,3,3.80,보통
20210826,SD20,황해중부,선재도,20210826,09:33,16:54,7.35,5,24.5,24.9,25.2,5,3.90,5.70,7.90,3,4,2,4.35,좋음
20210826,SD21,황해남부,화도,20210826,09:00,15:58,6.97,5,25.6,26.2,26.6,5,2.60,3.70,4.40,4,4,2,4.45,좋음
20210826,SD4,황해중부,제부도,20210826,09:10,17:13,8.05,5,24.5,25.0,25.6,5,4.10,5.50,7.20,3,4,2,4.35,좋음
20210826,SD5,제주도,서건도,20210826,15:11,18:00,2.82,4,24.9,28.3,29.2,5,1.50,4.20,5.20,3,4,2,3.65,보통
20210826,SD6,황해중부,실미도,20210826,10:46,16:01,5.25,5,24.3,24.5,24.8,5,3.10,5.30,7.60,3,4,2,4.35,좋음
20210826,SD8,황해중부,웅도,20210826,09:00,17:24,8.40,5,24.8,25.7,26.2,5,2.70,5.50,7.00,3,4,2,4.35,좋음
20210826,SD9,황해중부,소야도,20210826,10:47,15:43,4.93,5,24.3,24.5,24.7,5,2.30,5.00,7.90,3,4,2,4.35,좋음
20210826,SD10,남해동부,소매물도,20210827,16:14,18:00,1.77,3,26.0,26.1,26.2,5,5.30,7.30,9.10,2,4,2,2.85,나쁨
20210826,SD19,남해서부,우도,20210827,09:00,09:40,0.67,2,25.7,28.0,29.0,5,5.50,6.80,7.90,3,4,2,2.25,나쁨
20210826,SD19,남해서부,우도,20210827,15:48,18:00,2.20,4,25.7,28.0,29.0,5,5.50,6.80,7.90,3,4,2,3.65,보통
20210826,SD20,황해중부,선재도,20210827,09:54,17:26,7.53,5,21.1,22.0,24.1,4,0.50,3.00,7.30,3,4,2,4.30,좋음
20210826,SD21,황해남부,화도,20210827,09:00,16:44,7.73,5,25.6,25.8,25.9,5,7.60,9.90,11.20,2,4,2,4.25,좋음
20210826,SD4,황해중부,제부도,20210827,09:30,17:48,8.30,5,20.7,21.8,24.4,4,2.10,3.90,6.90,3,4,2,4.30,좋음
20210826,SD5,제주도,서건도,20210827,09:00,09:21,0.35,1,23.8,27.1,27.9,5,1.20,4.10,4.70,4,3,3,1.00,매우나쁨
20210826,SD5,제주도,서건도,20210827,15:58,18:00,2.03,4,23.8,27.1,27.9,5,1.20,4.10,4.70,4,3,3,3.90,보통
20210826,SD6,황해중부,실미도,20210827,11:10,16:29,5.32,5,21.2,22.3,23.9,4,1.50,4.60,7.60,3,4,2,4.30,좋음
20210826,SD8,황해중부,웅도,20210827,09:13,18:00,8.78,5,21.1,22.0,24.6,4,3.70,5.10,7.40,3,4,2,4.30,좋음
20210826,SD9,황해중부,소야도,20210827,11:12,16:12,5.00,5,21.4,22.1,23.4,4,1.20,3.90,7.20,3,4,2,4.30,좋음
20210826,SD19,남해서부,우도,20210828,09:00,10:12,1.20,3,25.3,27.0,28.0,5,0.70,3.30,6.10,3,4,2,2.95,나쁨
20210826,SD19,남해서부,우도,20210828,16:33,18:00,1.45,3,25.3,27.0,28.0,5,0.70,3.30,6.10,3,4,2,2.95,나쁨
20210826,SD20,황해중부,선재도,20210828,10:14,18:00,7.77,5,22.8,23.8,24.4,4,4.00,4.50,5.00,3,4,2,4.30,좋음
20210826,SD21,황해남부,화도,20210828,09:00,17:45,8.75,5,23.3,24.8,25.6,5,2.20,4.10,6.90,3,4,2,4.35,좋음
20210826,SD4,황해중부,제부도,20210828,09:46,18:00,8.23,5,22.4,23.4,24.0,4,2.90,4.00,4.80,4,4,2,4.40,좋음
20210826,SD5,제주도,서건도,20210828,09:00,10:01,1.02,3,25.8,27.6,28.4,5,4.20,5.50,6.70,3,3,3,3.10,보통
20210826,SD5,제주도,서건도,20210828,16:56,18:00,1.07,3,25.8,27.6,28.4,5,4.20,5.50,6.70,3,3,3,3.10,보통
20210826,SD6,황해중부,실미도,20210828,11:34,16:58,5.40,5,23.3,23.8,24.1,4,4.70,5.30,5.50,3,4,2,4.30,좋음
20210826,SD8,황해중부,웅도,20210828,09:27,18:00,8.55,5,23.3,23.8,24.2,4,2.30,3.70,4.40,4,4,2,4.40,좋음
20210826,SD9,황해중부,소야도,20210828,11:39,16:40,5.02,5,23.4,23.9,24.2,4,4.00,5.00,5.50,3,4,2,4.30,좋음
