생산일,코드,권역,지역,예측일자,어종,어종타입,물때,물때점수,최소파고,평균파고,최대파고,파고점수,최소수온,평균수온,최대수온,수온점수,최저기온,평균기온,최대기온,기온점수,최소풍속,평균풍속,최대풍속,풍속점수,총점수
20210826,SF2,황해남부,가거도,20210825,감성돔,BP,10,4,1.2,1.4,1.6,2,26,26,26,1,24,25,26,5,3,6,6,3,2.40
20210826,SF35,남해서부,거문도,20210825,농어,SB,10,3,1.7,1.9,2.2,1,25,25,25,3,25,26,26,5,1,3,4,4,2.20
20210826,SF37,남해서부,거문도,20210825,참돔,RP,10,3,1.7,1.9,2.2,1,25,25,25,3,25,26,26,5,1,3,4,4,2.20
20210826,SF38,남해서부,거문도,20210825,감성돔,BP,10,4,1.7,1.9,2.2,1,25,25,25,1,25,26,26,5,1,3,4,4,2.20
20210826,SF39,남해서부,거문도,20210825,우럭,RF,10,3,1.7,1.9,2.2,1,25,25,25,2,25,26,26,5,1,3,4,4,2.20
20210826,SF14,남해동부,거제도,20210825,우럭,RF,10,3,0.6,1.0,1.5,2,23,24,24,3,26,26,27,5,2,4,5,3,2.40
20210826,SF11,황해중부,국화도,20210825,우럭,RF,10,3,0.3,0.4,0.5,4,25,25,25,2,25,25,26,5,5,6,7,3,3.24
20210826,SF56,제주도,김녕,20210825,벵에돔,OP,10,4,0.4,0.7,1.1,2,25,25,26,1,25,26,26,5,1,3,6,3,2.40
20210826,SF57,제주도,김녕,20210825,농어,SB,10,3,0.4,0.7,1.1,2,25,25,26,3,25,26,26,5,1,3,6,3,2.40
20210826,SF58,제주도,김녕,20210825,돌돔,RB,10,3,0.4,0.7,1.1,2,25,25,26,5,25,26,26,5,1,3,6,3,2.40
20210826,SF59,제주도,김녕,20210825,참돔,RP,10,3,0.4,0.7,1.1,2,25,25,26,3,25,26,26,5,1,3,6,3,2.40
20210826,SF49,황해중부,모항항,20210825,우럭,RF,10,3,0.5,0.6,0.8,3,23,24,24,3,24,24,25,5,7,8,9,2,2.60
20210826,SF50,황해중부,모항항,20210825,감성돔,BP,10,4,0.5,0.6,0.8,3,23,24,24,2,24,24,25,5,7,8,9,2,2.60
20210826,SF51,황해중부,방포항,20210825,우럭,RF,10,3,0.3,0.4,0.6,3,24,25,25,2,24,25,25,5,6,7,8,3,2.88
20210826,SF74,남해동부,부산남부,20210825,우럭,RF,10,3,1.0,1.3,1.6,2,21,22,23,3,26,27,27,5,3,5,5,3,2.40
20210826,SF75,남해동부,부산남부,20210825,감성돔,BP,10,4,1.0,1.3,1.6,2,21,22,23,3,26,27,27,5,3,5,5,3,2.40
20210826,SF76,남해동부,부산남부,20210825,돌돔,RB,10,3,1.0,1.3,1.6,2,21,22,23,4,26,27,27,5,3,5,5,3,2.40
20210826,SF77,남해동부,부산남부,20210825,참돔,RP,10,3,1.0,1.3,1.6,2,21,22,23,4,26,27,27,5,3,5,5,3,2.40
20210826,SF78,남해동부,부산남부,20210825,벵에돔,OP,10,4,1.0,1.3,1.6,2,21,22,23,4,26,27,27,5,3,5,5,3,2.40
20210826,SF79,남해동부,부산남부,20210825,농어,SB,10,3,1.0,1.3,1.6,2,21,22,23,4,26,27,27,5,3,5,5,3,2.40
20210826,SF67,남해동부,부산동부,20210825,우럭,RF,10,3,0.3,0.4,0.4,4,17,20,23,4,25,26,26,5,5,7,8,3,3.64
20210826,SF68,남해동부,부산동부,20210825,감성돔,BP,10,4,0.3,0.4,0.4,4,17,20,23,4,25,26,26,5,5,7,8,3,3.80
20210826,SF69,남해동부,부산동부,20210825,참돔,RP,10,3,0.3,0.4,0.4,4,17,20,23,5,25,26,26,5,5,7,8,3,3.84
20210826,SF70,남해동부,부산동부,20210825,벵에돔,OP,10,4,0.3,0.4,0.4,4,17,20,23,5,25,26,26,5,5,7,8,3,4.00
20210826,SF71,남해동부,부산동부,20210825,농어,SB,10,3,0.3,0.4,0.4,4,17,20,23,5,25,26,26,5,5,7,8,3,3.84
20210826,SF60,남해동부,부산서부,20210825,우럭,RF,10,3,1.0,1.3,1.6,2,16,18,19,5,25,26,26,5,2,5,7,3,2.40
20210826,SF61,남해동부,부산서부,20210825,감성돔,BP,10,4,1.0,1.3,1.6,2,16,18,19,5,25,26,26,5,2,5,7,3,2.40
20210826,SF62,남해동부,부산서부,20210825,돌돔,RB,10,3,1.0,1.3,1.6,2,16,18,19,3,25,26,26,5,2,5,7,3,2.40
20210826,SF63,남해동부,부산서부,20210825,참돔,RP,10,3,1.0,1.3,1.6,2,16,18,19,5,25,26,26,5,2,5,7,3,2.40
20210826,SF64,남해동부,부산서부,20210825,벵에돔,OP,10,4,1.0,1.3,1.6,2,16,18,19,5,25,26,26,5,2,5,7,3,2.40
20210826,SF65,남해동부,부산서부,20210825,농어,SB,10,3,1.0,1.3,1.6,2,16,18,19,4,25,26,26,5,2,5,7,3,2.40
20210826,SF1,황해남부,상왕등도,20210825,감성돔,BP,10,4,0.0,0.4,0.7,3,25,26,26,1,24,25,25,5,5,6,7,3,2.84
20210826,SF29,황해남부,상태도,20210825,농어,SB,10,3,1.0,1.1,1.3,2,22,23,23,3,24,25,26,5,3,6,7,3,2.40
20210826,SF31,황해남부,상태도,20210825,참돔,RP,10,3,1.0,1.1,1.3,2,22,23,23,4,24,25,26,5,3,6,7,3,2.40
20210826,SF32,황해남부,상태도,20210825,돌돔,RB,10,3,1.0,1.1,1.3,2,22,23,23,5,24,25,26,5,3,6,7,3,2.40
20210826,SF33,황해남부,상태도,20210825,우럭,RF,10,3,1.0,1.1,1.3,2,22,23,23,3,24,25,26,5,3,6,7,3,2.40
20210826,SF34,황해남부,상태도,20210825,감성돔,BP,10,4,1.0,1.1,1.3,2,22,23,23,2,24,25,26,5,3,6,7,3,2.40
20210826,SF7,제주도,서귀포,20210825,벵에돔,OP,10,4,1.0,1.2,1.7,2,23,23,23,3,26,27,27,5,4,5,8,3,2.40
20210826,SF10,제주도,성산포,20210825,돌돔,RB,10,3,0.4,0.6,0.7,3,25,25,26,5,27,27,28,5,2,7,10,2,2.60
20210826,SF15,황해남부,신시도,20210825,우럭,RF,10,3,0.3,0.5,0.6,3,26,26,26,2,24,25,25,5,3,5,7,3,2.88
20210826,SF16,남해서부,신지도,20210825,우럭,RF,10,3,0.4,0.5,0.6,3,25,25,26,2,25,26,26,5,1,3,4,4,3.12
20210826,SF54,동해중부,아야진항,20210825,우럭,RF,10,3,0.7,0.8,1.0,3,23,23,23,3,23,24,24,5,2,3,4,4,3.32
20210826,SF55,동해중부,아야진항,20210825,감성돔,BP,10,4,0.7,0.8,1.0,3,23,23,23,2,23,24,24,5,2,3,4,4,3.28
20210826,SF24,황해중부,어청도,20210825,농어,SB,10,3,0.3,0.5,0.6,3,25,25,25,3,24,25,25,5,7,7,8,3,3.08
20210826,SF25,황해중부,어청도,20210825,참돔,RP,10,3,0.3,0.5,0.6,3,25,25,25,3,24,25,25,5,7,7,8,3,3.08
20210826,SF26,황해중부,어청도,20210825,돌돔,RB,10,3,0.3,0.5,0.6,3,25,25,25,5,24,25,25,5,7,7,8,3,3.48
20210826,SF27,황해중부,어청도,20210825,우럭,RF,10,3,0.3,0.5,0.6,3,25,25,25,2,24,25,25,5,7,7,8,3,2.88
20210826,SF28,황해중부,어청도,20210825,감성돔,BP,10,4,0.3,0.5,0.6,3,25,25,25,1,24,25,25,5,7,7,8,3,2.84
20210826,SF4,남해서부,연도,20210825,감성돔,BP,10,4,0.3,0.4,0.6,3,26,26,27,1,25,26,26,5,3,4,4,4,3.08
20210826,SF47,황해중부,영흥도,20210825,우럭,RF,10,3,0.5,0.6,0.8,3,24,24,24,3,24,24,25,5,5,6,7,3,3.08
20210826,SF48,황해중부,영흥도,20210825,농어,SB,10,3,0.5,0.6,0.8,3,24,24,24,3,24,24,25,5,5,6,7,3,3.08
20210826,SF52,동해중부,외옹치항,20210825,우럭,RF,10,3,0.7,0.8,1.1,2,23,23,23,3,23,23,24,4,2,3,5,3,2.40
20210826,SF53,동해중부,외옹치항,20210825,감성돔,BP,10,4,0.7,0.8,1.1,2,23,23,23,2,23,23,24,4,2,3,5,3,2.40
20210826,SF8,남해동부,욕지도,20210825,벵에돔,OP,10,4,0.8,0.9,1.1,2,26,26,26,1,26,26,26,5,4,5,5,3,2.40
20210826,SF5,동해남부,울산,20210825,감성돔,BP,10,4,0.1,0.4,0.8,3,22,22,22,3,26,26,26,5,3,7,10,2,2.60
20210826,SF6,동해남부,울진후정,20210825,감성돔,BP,10,4,0.6,0.8,1.0,3,24,25,26,1,25,25,26,5,0,5,10,2,2.60
20210826,SF3,남해서부,추자도,20210825,감성돔,BP,10,4,0.8,1.0,1.2,2,26,26,26,1,24,25,26,5,3,3,4,4,2.80
20210826,SF40,동해남부,포항,20210825,농어,SB,10,3,0.3,0.3,0.4,4,25,25,25,3,25,26,26,5,0,3,6,3,3.44
