STN,NAME,DATE,AM/PM,TEMP_MIN,TEMP_AVE,TEMP_MAX,WIND_MIN,WIND_AVE,WIND_MAX,SKY,RAIN_AMT
HS1,대천해수욕장,20210826,AM,26.0,26.5,27.0,5.5,5.8,6.2,4,0
HS1,대천해수욕장,20210826,PM,26.0,26.7,27.0,3.7,4.8,5.5,4,0
HS1,대천해수욕장,20210827,AM,25.0,25.0,25.0,1.8,3.9,6.0,4,1
HS1,대천해수욕장,20210827,PM,22.0,23.3,25.0,1.9,4.0,6.0,4,3.7
HS1,대천해수욕장,20210828,AM,23.0,24.5,26.0,1.3,1.9,2.5,4,0
HS1,대천해수욕장,20210828,PM,25.0,25.7,26.0,1.3,2.0,2.8,4,0
HS2,춘장대해수욕장,20210826,AM,26.0,26.5,27.0,5.5,6.2,6.8,4,0
HS2,춘장대해수욕장,20210826,PM,26.0,26.3,27.0,4.5,5.2,5.5,4,0
HS2,춘장대해수욕장,20210827,AM,25.0,25.0,25.0,2.6,4.7,6.8,4,0
HS2,춘장대해수욕장,20210827,PM,23.0,23.7,25.0,1.4,4.4,6.8,4,1.8
HS2,춘장대해수욕장,20210828,AM,24.0,24.5,25.0,2.1,2.7,3.3,4,0
HS2,춘장대해수욕장,20210828,PM,25.0,25.3,26.0,2.1,3.0,4.0,4,0
HS3,무창포해수욕장,20210826,AM,26.0,26.5,27.0,5.8,6.3,6.8,4,0
HS3,무창포해수욕장,20210826,PM,26.0,26.7,27.0,4.1,5.1,5.8,4,0
HS3,무창포해수욕장,20210827,AM,25.0,25.0,25.0,2.2,4.7,7.1,4,0
HS3,무창포해수욕장,20210827,PM,23.0,23.7,25.0,1.7,4.5,7.1,4,3.4
HS3,무창포해수욕장,20210828,AM,24.0,25.0,26.0,1.6,2.2,2.8,4,0
HS3,무창포해수욕장,20210828,PM,25.0,25.7,26.0,1.6,2.4,3.4,4,0
HS4,꽃지해수욕장,20210826,AM,26.0,26.5,27.0,7.3,7.3,7.4,4,0
HS4,꽃지해수욕장,20210826,PM,25.0,26.0,27.0,5.2,6.2,7.3,4,0
HS4,꽃지해수욕장,20210827,AM,24.0,24.5,25.0,1.9,3.4,4.9,4,0
HS4,꽃지해수욕장,20210827,PM,22.0,23.0,24.0,4.8,5.2,5.9,4,24.8
HS4,꽃지해수욕장,20210828,AM,23.0,24.0,25.0,0.6,1.5,2.4,4,0
HS4,꽃지해수욕장,20210828,PM,25.0,25.3,26.0,0.6,2.4,3.3,4,0
HS5,만리포해수욕장,20210826,AM,26.0,26.0,26.0,6.8,6.9,7.0,4,0
HS5,만리포해수욕장,20210826,PM,25.0,25.7,26.0,4.8,6.0,7.0,4,0
HS5,만리포해수욕장,20210827,AM,24.0,24.0,24.0,1.4,5.2,9.1,4,0
HS5,만리포해수욕장,20210827,PM,22.0,23.0,24.0,2.1,4.5,9.1,4,6.6
HS5,만리포해수욕장,20210828,AM,24.0,24.5,25.0,0.9,1.2,1.5,4,0
HS5,만리포해수욕장,20210828,PM,24.0,25.0,26.0,1.5,2.2,3.2,4,0
HS6,몽산포해수욕장,20210826,AM,26.0,26.0,26.0,6.8,6.9,7.1,4,0
HS6,몽산포해수욕장,20210826,PM,25.0,25.7,26.0,4.8,6.0,7.1,4,0
HS6,몽산포해수욕장,20210827,AM,24.0,24.5,25.0,1.6,1.9,2.2,4,0
HS6,몽산포해수욕장,20210827,PM,22.0,23.0,25.0,2.2,3.4,4.0,4,26.7
HS6,몽산포해수욕장,20210828,AM,23.0,24.5,26.0,1.1,1.3,1.5,4,0
HS6,몽산포해수욕장,20210828,PM,24.0,25.3,26.0,1.1,2.4,3.4,4,0
HS7,우전해수욕장,20210826,AM,26.0,27.0,28.0,5.1,5.3,5.6,3,0
HS7,우전해수욕장,20210826,PM,27.0,27.7,28.0,3.9,4.8,5.4,4,0
HS7,우전해수욕장,20210827,AM,26.0,26.5,27.0,3.1,3.8,4.5,4,4.1
HS7,우전해수욕장,20210827,PM,25.0,26.7,28.0,2.7,5.4,10.3,4,20.1
HS7,우전해수욕장,20210828,AM,25.0,26.0,27.0,0.2,1.2,2.3,4,0
HS7,우전해수욕장,20210828,PM,26.0,27.0,28.0,0.2,0.8,1.5,4,0
HS8,연포해수욕장,20210826,AM,26.0,26.5,27.0,6.3,6.5,6.7,4,0
HS8,연포해수욕장,20210826,PM,26.0,26.3,27.0,4.2,5.5,6.7,4,0
HS8,연포해수욕장,20210827,AM,24.0,24.5,25.0,1.5,2.6,3.8,4,0
HS8,연포해수욕장,20210827,PM,22.0,22.7,24.0,2.7,3.1,3.8,4,23.7
HS8,연포해수욕장,20210828,AM,24.0,25.0,26.0,1.2,1.2,1.3,4,0
HS8,연포해수욕장,20210828,PM,25.0,25.7,26.0,1.2,2.1,2.9,4,0
HS9,어은돌해수욕장,20210826,AM,26.0,26.0,26.0,6.8,6.9,7.0,4,0
HS9,어은돌해수욕장,20210826,PM,25.0,25.7,26.0,4.7,5.9,7.0,4,0
HS9,어은돌해수욕장,20210827,AM,24.0,24.0,24.0,1.5,5.2,8.8,4,0
HS9,어은돌해수욕장,20210827,PM,22.0,22.7,24.0,2.3,4.5,8.8,4,12.9
HS9,어은돌해수욕장,20210828,AM,24.0,25.0,26.0,1.1,1.4,1.6,4,0
HS9,어은돌해수욕장,20210828,PM,24.0,25.3,26.0,1.6,2.2,3.1,4,0
HS10,신두리해수욕장,20210826,AM,26.0,27.0,28.0,6.2,6.5,6.7,4,0
HS10,신두리해수욕장,20210826,PM,26.0,27.0,28.0,4.2,5.6,6.7,4,0
HS10,신두리해수욕장,20210827,AM,24.0,24.5,25.0,1.3,4.7,8.0,4,0
HS10,신두리해수욕장,20210827,PM,22.0,23.0,24.0,1.4,3.7,8.0,4,5
HS10,신두리해수욕장,20210828,AM,24.0,25.0,26.0,0.7,0.8,1.0,4,0
HS10,신두리해수욕장,20210828,PM,24.0,25.3,26.0,1.0,2.0,3.0,4,0
HS11,학암포해수욕장,20210826,AM,27.0,27.5,28.0,5.8,6.1,6.4,4,0
HS11,학암포해수욕장,20210826,PM,26.0,27.3,28.0,4.0,5.4,6.4,4,0
HS11,학암포해수욕장,20210827,AM,24.0,24.5,25.0,1.3,4.5,7.8,4,0
HS11,학암포해수욕장,20210827,PM,22.0,23.0,24.0,1.0,3.4,7.8,4,1.3
HS11,학암포해수욕장,20210828,AM,24.0,25.5,27.0,0.5,0.8,1.0,4,0
HS11,학암포해수욕장,20210828,PM,25.0,26.3,27.0,1.0,2.0,2.9,4,0
HS12,가마미해수욕장,20210826,AM,26.0,27.0,28.0,4.9,5.2,5.5,4,0
HS12,가마미해수욕장,20210826,PM,27.0,27.7,28.0,4.2,4.9,5.5,4,0
HS12,가마미해수욕장,20210827,AM,24.0,25.0,26.0,2.0,3.0,4.0,4,0
HS12,가마미해수욕장,20210827,PM,25.0,25.7,26.0,2.8,3.8,4.5,4,20.7
HS12,가마미해수욕장,20210828,AM,24.0,25.5,27.0,2.6,3.2,3.9,4,0
HS12,가마미해수욕장,20210828,PM,26.0,26.7,27.0,2.6,3.7,4.5,4,0
HS15,가계해수욕장,20210826,AM,26.0,27.5,29.0,1.7,2.6,3.6,1,0
HS15,가계해수욕장,20210826,PM,27.0,28.3,29.0,1.9,3.0,3.6,1,0
HS15,가계해수욕장,20210827,AM,26.0,27.0,28.0,5.6,5.8,5.9,4,3.7
HS15,가계해수욕장,20210827,PM,26.0,27.3,28.0,5.6,6.2,7.0,3,3.1
HS15,가계해수욕장,20210828,AM,26.0,27.0,28.0,0.8,1.9,2.9,4,6.2
HS15,가계해수욕장,20210828,PM,27.0,28.0,29.0,2.9,4.3,5.4,4,2.8
HS16,을왕리해수욕장,20210826,AM,25.0,25.5,26.0,7.0,7.2,7.4,4,0
HS16,을왕리해수욕장,20210826,PM,24.0,25.3,26.0,6.5,6.9,7.2,4,0
HS16,을왕리해수욕장,20210827,AM,23.0,23.5,24.0,2.2,3.1,4.1,4,0
HS16,을왕리해수욕장,20210827,PM,22.0,23.0,24.0,2.3,3.5,4.1,4,1.6
HS16,을왕리해수욕장,20210828,AM,23.0,24.0,25.0,0.5,1.9,3.2,3,0
HS16,을왕리해수욕장,20210828,PM,23.0,24.3,25.0,3.2,4.3,4.9,4,0
HS17,만성리해수욕장,20210826,AM,26.0,27.0,28.0,3.0,3.2,3.4,3,0
HS17,만성리해수욕장,20210826,PM,27.0,28.0,29.0,3.4,4.1,4.8,3,0
HS17,만성리해수욕장,20210827,AM,26.0,26.5,27.0,0.7,3.4,6.0,4,0
HS17,만성리해수욕장,20210827,PM,27.0,27.7,28.0,6.0,6.3,6.7,4,4.1
HS17,만성리해수욕장,20210828,AM,26.0,26.5,27.0,2.0,2.6,3.3,4,1.9
HS17,만성리해수욕장,20210828,PM,27.0,27.3,28.0,2.5,3.3,4.2,4,2
HS18,상주해수욕장,20210826,AM,27.0,28.5,30.0,3.8,3.9,4.1,3,1.4
HS18,상주해수욕장,20210826,PM,27.0,28.3,30.0,3.8,4.4,4.7,3,0
HS18,상주해수욕장,20210827,AM,27.0,27.5,28.0,1.5,3.4,5.2,4,0
HS18,상주해수욕장,20210827,PM,27.0,28.0,29.0,5.2,6.1,6.6,4,0.6
HS18,상주해수욕장,20210828,AM,27.0,27.5,28.0,2.2,2.5,2.9,4,1
HS18,상주해수욕장,20210828,PM,27.0,27.7,28.0,2.2,3.4,5.1,4,4.4
HS19,명사십리해수욕장,20210826,AM,26.0,27.0,28.0,1.0,2.0,3.0,1,0
HS19,명사십리해수욕장,20210826,PM,27.0,27.7,28.0,2.4,2.9,3.3,1,0
HS19,명사십리해수욕장,20210827,AM,27.0,27.5,28.0,5.7,6.6,7.5,4,3.6
HS19,명사십리해수욕장,20210827,PM,27.0,27.7,28.0,6.4,7.4,8.4,1,2.5
HS19,명사십리해수욕장,20210828,AM,25.0,26.0,27.0,4.5,4.5,4.6,4,1.5
HS19,명사십리해수욕장,20210828,PM,27.0,27.3,28.0,4.5,5.4,6.3,4,3.3
HS20,함덕서우봉해수욕장,20210826,AM,26.0,27.0,28.0,0.6,1.1,1.7,3,0
HS20,함덕서우봉해수욕장,20210826,PM,27.0,27.7,28.0,1.3,1.7,2.1,3,0
HS20,함덕서우봉해수욕장,20210827,AM,28.0,28.5,29.0,3.0,3.4,3.8,1,0
HS20,함덕서우봉해수욕장,20210827,PM,27.0,28.3,29.0,3.8,4.3,4.7,1,0
HS20,함덕서우봉해수욕장,20210828,AM,27.0,27.5,28.0,2.5,2.9,3.3,3,0
HS20,함덕서우봉해수욕장,20210828,PM,27.0,27.3,28.0,2.2,2.6,3.0,4,0
HS21,협재해수욕장,20210826,AM,27.0,28.0,29.0,1.8,1.9,2.0,3,0
HS21,협재해수욕장,20210826,PM,28.0,28.7,29.0,1.8,2.5,3.4,4,0
HS21,협재해수욕장,20210827,AM,26.0,26.5,27.0,6.5,6.8,7.0,3,5
HS21,협재해수욕장,20210827,PM,27.0,27.3,28.0,5.9,6.5,7.0,1,1.5
HS21,협재해수욕장,20210828,AM,26.0,26.5,27.0,5.4,5.4,5.4,4,0
HS21,협재해수욕장,20210828,PM,27.0,27.3,28.0,4.9,5.2,5.4,4,0
HS22,중문색달해수욕장,20210826,AM,28.0,28.5,29.0,0.9,1.7,2.5,3,0
HS22,중문색달해수욕장,20210826,PM,28.0,28.7,29.0,2.4,2.6,3.0,4,0
HS22,중문색달해수욕장,20210827,AM,29.0,29.0,29.0,5.1,5.4,5.7,3,7.8
HS22,중문색달해수욕장,20210827,PM,28.0,28.7,29.0,4.3,5.2,5.7,3,2
HS22,중문색달해수욕장,20210828,AM,28.0,28.5,29.0,4.0,4.0,4.0,3,0
HS22,중문색달해수욕장,20210828,PM,28.0,28.7,29.0,3.3,3.8,4.2,3,0
HS23,율포해수욕장,20210826,AM,25.0,27.0,29.0,1.4,1.8,2.2,1,0
HS23,율포해수욕장,20210826,PM,27.0,28.7,30.0,2.2,2.6,3.2,1,0
HS23,율포해수욕장,20210827,AM,26.0,27.0,28.0,4.3,5.0,5.8,4,0.8
HS23,율포해수욕장,20210827,PM,27.0,28.0,29.0,4.9,5.6,6.2,4,5.6
HS23,율포해수욕장,20210828,AM,25.0,26.5,28.0,0.7,1.1,1.6,4,5.9
HS23,율포해수욕장,20210828,PM,27.0,27.7,28.0,1.6,3.1,4.0,4,1
HS24,송호해수욕장,20210826,AM,26.0,27.0,28.0,0.8,2.0,3.1,1,0
HS24,송호해수욕장,20210826,PM,27.0,27.7,28.0,1.8,2.6,3.1,1,0
HS24,송호해수욕장,20210827,AM,27.0,27.5,28.0,6.0,6.0,6.1,4,4.4
HS24,송호해수욕장,20210827,PM,27.0,27.7,28.0,5.5,6.2,6.9,3,2.1
HS24,송호해수욕장,20210828,AM,26.0,26.5,27.0,1.8,2.5,3.3,4,6.2
HS24,송호해수욕장,20210828,PM,27.0,27.3,28.0,3.3,4.6,5.8,4,2.7
HS25,이호테우해수욕장,20210826,AM,28.0,28.5,29.0,1.2,1.2,1.2,3,0
HS25,이호테우해수욕장,20210826,PM,28.0,29.0,30.0,1.2,1.8,2.4,3,0
HS25,이호테우해수욕장,20210827,AM,29.0,29.5,30.0,5.1,5.5,5.9,1,0
HS25,이호테우해수욕장,20210827,PM,28.0,29.3,30.0,5.9,6.4,7.0,1,0
HS25,이호테우해수욕장,20210828,AM,28.0,28.5,29.0,4.8,4.9,5.0,3,0
HS25,이호테우해수욕장,20210828,PM,28.0,28.7,29.0,4.3,4.6,4.8,4,0
HS26,표선해비치해수욕장,20210826,AM,28.0,28.5,29.0,0.6,1.6,2.5,1,0
HS26,표선해비치해수욕장,20210826,PM,27.0,28.0,29.0,2.5,3.4,3.9,3,0
HS26,표선해비치해수욕장,20210827,AM,28.0,28.5,29.0,7.2,7.5,7.8,1,0
HS26,표선해비치해수욕장,20210827,PM,27.0,28.3,29.0,6.9,7.6,8.1,1,0
