FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
CN,20210826,AM,26.2,15.2,2.4,20.0,26.5,6.6,0.6,10.5,11.0,3.4,,0.0,1.0,24.1,1,0.0,-,-,81.8,매우좋음
CN,20210826,PM,27.1,13.6,5.1,15.3,26.9,6.3,0.6,10.5,11.0,3.4,,0.0,1.0,24.1,1,0.0,-,-,75.2,매우좋음
CN,20210827,AM,26.3,15.0,4.9,15.7,26.6,6.5,0.9,8.3,12.0,5.5,,0.0,1.0,24.1,1,0.0,-,-,77.1,매우좋음
CN,20210827,PM,26.6,14.5,6.8,12.4,26.9,6.3,1.0,7.5,12.0,5.5,,0.0,1.0,24.1,1,0.0,-,-,72.3,좋음
CN,20210828,AM,25.6,16.2,6.0,13.8,26.5,6.6,0.7,9.8,13.0,5.5,,0.0,1.0,24.1,1,0.0,-,-,78.0,매우좋음
CN,20210828,PM,26.1,15.3,6.2,13.4,26.7,6.5,0.6,10.5,13.0,5.5,,0.0,1.0,24.1,1,0.0,-,-,77.3,매우좋음
CN,20210829,DY,25.9,15.7,3.1,18.8,26.9,6.3,0.3,9.6,14.0,5.5,,0.0,1.0,24.1,1,0.0,-,-,82.0,매우좋음
CN,20210830,DY,25.6,16.2,4.5,16.4,26.9,6.3,0.7,9.8,15.0,6.9,,0.0,1.0,24.1,1,0.0,-,-,81.7,매우좋음
CN,20210831,DY,26.0,15.5,4.7,16.0,26.9,6.3,0.4,9.6,1.0,6.9,,0.0,1.0,24.1,1,0.0,-,-,80.4,매우좋음
CN,20210901,DY,25.5,16.4,4.6,16.2,27.2,6.1,0.5,11.3,2.0,6.9,,0.0,1.0,24.1,1,0.0,-,-,83.0,매우좋음
IS,20210826,AM,25.6,10.4,3.4,11.7,25.1,12.3,1.1,9.3,11.0,7.7,0.3,3.0,1.0,15.5,1,0.0,-,-,71.9,좋음
IS,20210826,PM,25.9,10.1,4.6,10.4,26.0,11.3,1.0,10.3,11.0,7.7,0.5,0.2,1.0,15.5,1,0.0,-,-,67.5,좋음
IS,20210827,AM,25.9,10.1,4.9,10.1,25.6,11.8,1.1,9.3,12.0,12.4,0.2,4.4,1.0,15.5,1,0.0,-,-,75.6,매우좋음
IS,20210827,PM,26.1,9.8,6.9,7.8,25.9,11.5,1.3,7.2,12.0,12.4,0.3,3.0,1.0,15.5,1,0.0,-,-,69.2,좋음
IS,20210828,AM,26.0,9.9,6.1,8.7,24.6,12.8,1.1,9.3,13.0,12.4,0.3,3.0,1.0,15.5,1,0.0,-,-,73.6,좋음
IS,20210828,PM,26.1,9.8,5.4,9.5,25.2,12.2,0.9,11.3,13.0,12.4,0.3,3.0,1.0,15.5,1,0.0,-,-,75.7,매우좋음
IS,20210829,DY,25.4,10.6,3.5,11.6,26.0,11.3,0.5,15.5,14.0,12.4,0.3,3.0,1.0,15.5,1,0.0,-,-,81.9,매우좋음
IS,20210830,DY,25.4,10.6,4.4,10.6,26.0,11.3,0.8,12.4,15.0,15.5,0.2,4.4,1.0,15.5,1,0.0,-,-,82.3,매우좋음
IS,20210831,DY,25.3,10.7,3.2,11.9,26.3,11.0,0.5,15.5,1.0,15.5,0.4,1.6,1.0,15.5,1,0.0,-,-,83.7,매우좋음
IS,20210901,DY,25.3,10.7,3.4,11.7,26.4,10.9,0.3,13.2,2.0,15.5,0.3,3.0,1.0,15.5,1,0.0,-,-,82.5,매우좋음
