생산일,코드,권역,지역,예측일자,어종,어종타입,물때,물때점수,최소파고,평균파고,최대파고,파고점수,최소수온,평균수온,최대수온,수온점수,최저기온,평균기온,최대기온,기온점수,최소풍속,평균풍속,최대풍속,풍속점수,특보,특보점수,총점수,예보지수
20210826,SF2,황해남부,가거도,20210826,감성돔,BP,11,4,0.8,0.9,1.0,3,25.0,25.5,25.8,1,25.9,26.0,26.2,5,3.1,4.0,4.8,4,-,5,3.08,보통
20210826,SF35,남해서부,거문도,20210826,농어,SB,11,3,1.0,1.1,1.3,2,23.5,24.9,25.8,3,25.6,25.7,26.0,5,3.1,3.6,4.1,4,-,5,2.8,나쁨
20210826,SF37,남해서부,거문도,20210826,참돔,RP,11,3,1.0,1.1,1.3,2,23.5,24.9,25.8,3,25.6,25.7,26.0,5,3.1,3.6,4.1,4,-,5,2.8,나쁨
20210826,SF38,남해서부,거문도,20210826,감성돔,BP,11,4,1.0,1.1,1.3,2,23.5,24.9,25.8,2,25.6,25.7,26.0,5,3.1,3.6,4.1,4,-,5,2.8,나쁨
20210826,SF39,남해서부,거문도,20210826,우럭,RF,11,4,1.0,1.1,1.3,2,23.5,24.9,25.8,3,25.6,25.7,26.0,5,3.1,3.6,4.1,4,-,5,2.8,나쁨
20210826,SF14,남해동부,거제도,20210826,우럭,RF,11,4,1.1,1.1,1.3,2,22.4,22.9,23.5,3,25.9,27.4,28.8,5,1.5,3.9,7.7,3,-,5,2.4,나쁨
20210826,SF11,황해중부,국화도,20210826,우럭,RF,11,4,0.2,0.2,0.3,4,24.3,24.6,24.9,3,24.8,25.3,25.9,5,3.6,5.8,7.3,3,-,5,3.6,보통
20210826,SF56,제주도,김녕,20210826,벵에돔,OP,11,4,0.3,0.3,0.4,4,25.0,25.7,26.1,1,25.9,26.2,26.5,5,0.8,1.6,3.1,4,-,5,3.44,보통
20210826,SF57,제주도,김녕,20210826,농어,SB,11,3,0.3,0.3,0.4,4,25.0,25.7,26.1,3,25.9,26.2,26.5,5,0.8,1.6,3.1,4,-,5,3.68,보통
20210826,SF58,제주도,김녕,20210826,돌돔,RB,11,4,0.3,0.3,0.4,4,25.0,25.7,26.1,5,25.9,26.2,26.5,5,0.8,1.6,3.1,4,-,5,4.24,좋음
20210826,SF59,제주도,김녕,20210826,참돔,RP,11,3,0.3,0.3,0.4,4,25.0,25.7,26.1,3,25.9,26.2,26.5,5,0.8,1.6,3.1,4,-,5,3.68,보통
20210826,SF49,황해중부,모항항,20210826,우럭,RF,11,4,0.4,0.4,0.5,4,23.5,23.9,24.4,3,24.9,25.0,25.2,5,2.0,5.2,7.2,3,-,5,3.6,보통
20210826,SF50,황해중부,모항항,20210826,감성돔,BP,11,4,0.4,0.4,0.5,4,23.5,23.9,24.4,2,24.9,25.0,25.2,5,2.0,5.2,7.2,3,-,5,3.4,보통
20210826,SF51,황해중부,방포항,20210826,우럭,RF,11,4,0.3,0.3,0.4,4,24.5,24.6,24.8,3,25.4,25.6,25.7,5,2.3,5.3,6.5,3,-,5,3.6,보통
20210826,SF74,남해동부,부산남부,20210826,우럭,RF,11,4,1.1,1.1,1.3,2,20.8,21.3,21.7,4,27.6,28.5,29.3,5,1.6,4.3,5.9,3,-,5,2.4,나쁨
20210826,SF75,남해동부,부산남부,20210826,감성돔,BP,11,4,1.1,1.1,1.3,2,20.8,21.3,21.7,3,27.6,28.5,29.3,5,1.6,4.3,5.9,3,-,5,2.4,나쁨
20210826,SF76,남해동부,부산남부,20210826,돌돔,RB,11,4,1.1,1.1,1.3,2,20.8,21.3,21.7,4,27.6,28.5,29.3,5,1.6,4.3,5.9,3,-,5,2.4,나쁨
20210826,SF77,남해동부,부산남부,20210826,참돔,RP,11,3,1.1,1.1,1.3,2,20.8,21.3,21.7,4,27.6,28.5,29.3,5,1.6,4.3,5.9,3,-,5,2.4,나쁨
20210826,SF78,남해동부,부산남부,20210826,벵에돔,OP,11,4,1.1,1.1,1.3,2,20.8,21.3,21.7,4,27.6,28.5,29.3,5,1.6,4.3,5.9,3,-,5,2.4,나쁨
20210826,SF79,남해동부,부산남부,20210826,농어,SB,11,3,1.1,1.1,1.3,2,20.8,21.3,21.7,4,27.6,28.5,29.3,5,1.6,4.3,5.9,3,-,5,2.4,나쁨
20210826,SF67,남해동부,부산동부,20210826,우럭,RF,11,4,0.4,0.4,0.5,4,18.1,18.7,19.2,5,25.6,26.2,26.7,5,3.4,6.4,8.3,3,-,5,4.0,좋음
20210826,SF68,남해동부,부산동부,20210826,감성돔,BP,11,4,0.4,0.4,0.5,4,18.1,18.7,19.2,5,25.6,26.2,26.7,5,3.4,6.4,8.3,3,-,5,4.0,좋음
20210826,SF69,남해동부,부산동부,20210826,참돔,RP,11,3,0.4,0.4,0.5,4,18.1,18.7,19.2,5,25.6,26.2,26.7,5,3.4,6.4,8.3,3,-,5,3.84,보통
20210826,SF70,남해동부,부산동부,20210826,벵에돔,OP,11,4,0.4,0.4,0.5,4,18.1,18.7,19.2,5,25.6,26.2,26.7,5,3.4,6.4,8.3,3,-,5,4.0,좋음
20210826,SF71,남해동부,부산동부,20210826,농어,SB,11,3,0.4,0.4,0.5,4,18.1,18.7,19.2,4,25.6,26.2,26.7,5,3.4,6.4,8.3,3,-,5,3.64,보통
20210826,SF60,남해동부,부산서부,20210826,우럭,RF,11,4,1.2,1.2,1.3,2,15.3,16.1,16.6,5,26.1,27.1,27.9,5,1.0,4.8,6.7,3,-,5,2.4,나쁨
20210826,SF61,남해동부,부산서부,20210826,감성돔,BP,11,4,1.2,1.2,1.3,2,15.3,16.1,16.6,4,26.1,27.1,27.9,5,1.0,4.8,6.7,3,-,5,2.4,나쁨
20210826,SF62,남해동부,부산서부,20210826,돌돔,RB,11,4,1.2,1.2,1.3,2,15.3,16.1,16.6,2,26.1,27.1,27.9,5,1.0,4.8,6.7,3,-,5,2.4,나쁨
20210826,SF63,남해동부,부산서부,20210826,참돔,RP,11,3,1.2,1.2,1.3,2,15.3,16.1,16.6,4,26.1,27.1,27.9,5,1.0,4.8,6.7,3,-,5,2.4,나쁨
20210826,SF64,남해동부,부산서부,20210826,벵에돔,OP,11,4,1.2,1.2,1.3,2,15.3,16.1,16.6,4,26.1,27.1,27.9,5,1.0,4.8,6.7,3,-,5,2.4,나쁨
20210826,SF65,남해동부,부산서부,20210826,농어,SB,11,3,1.2,1.2,1.3,2,15.3,16.1,16.6,2,26.1,27.1,27.9,5,1.0,4.8,6.7,3,-,5,2.4,나쁨
20210826,SF1,황해남부,상왕등도,20210826,감성돔,BP,11,4,0.6,0.6,0.7,3,25.45,25.865,26.33,1,25.9,26.0,26.0,5,4.3,5.9,6.9,3,-,5,2.84,나쁨
20210826,SF29,황해남부,상태도,20210826,농어,SB,11,3,0.7,0.7,0.8,3,22.3,22.6,22.9,4,25.9,26.1,26.4,5,3.4,4.2,5.2,3,-,5,3.28,보통
20210826,SF31,황해남부,상태도,20210826,참돔,RP,11,3,0.7,0.7,0.8,3,22.3,22.6,22.9,4,25.9,26.1,26.4,5,3.4,4.2,5.2,3,-,5,3.28,보통
20210826,SF32,황해남부,상태도,20210826,돌돔,RB,11,4,0.7,0.7,0.8,3,22.3,22.6,22.9,4,25.9,26.1,26.4,5,3.4,4.2,5.2,3,-,5,3.44,보통
20210826,SF33,황해남부,상태도,20210826,우럭,RF,11,4,0.7,0.7,0.8,3,22.3,22.6,22.9,3,25.9,26.1,26.4,5,3.4,4.2,5.2,3,-,5,3.24,보통
20210826,SF34,황해남부,상태도,20210826,감성돔,BP,11,4,0.7,0.7,0.8,3,22.3,22.6,22.9,3,25.9,26.1,26.4,5,3.4,4.2,5.2,3,-,5,3.24,보통
20210826,SF7,제주도,서귀포,20210826,벵에돔,OP,11,4,0.8,0.8,0.9,3,21.4,22.1,22.5,4,25.7,26.1,26.7,5,3.5,5.6,6.7,3,-,5,3.44,보통
20210826,SF10,제주도,성산포,20210826,돌돔,RB,11,4,0.3,0.3,0.4,4,25.1,26.3,26.9,4,26.4,27.0,27.6,5,2.3,4.5,7.2,3,-,5,3.8,보통
20210826,SF15,황해남부,신시도,20210826,우럭,RF,11,4,0.2,0.2,0.3,4,25.8,26.0,26.2,2,26.0,26.0,26.1,5,4.6,5.8,6.8,3,-,5,3.4,보통
20210826,SF16,남해서부,신지도,20210826,우럭,RF,11,4,0.3,0.4,0.4,4,24.7,25.4,26.1,2,25.7,26.4,27.4,5,2.4,5.0,6.2,3,-,5,3.4,보통
20210826,SF54,동해중부,아야진항,20210826,우럭,RF,11,4,0.9,1.1,1.3,2,22.7,23.2,23.4,3,24.3,25.3,26.2,5,1.6,2.8,5.0,3,-,5,2.4,나쁨
20210826,SF55,동해중부,아야진항,20210826,감성돔,BP,11,4,0.9,1.1,1.3,2,22.7,23.2,23.4,2,24.3,25.3,26.2,5,1.6,2.8,5.0,3,-,5,2.4,나쁨
20210826,SF24,황해중부,어청도,20210826,농어,SB,11,3,0.2,0.3,0.3,4,25.1,25.2,25.5,3,26.2,26.2,26.4,5,2.4,5.7,7.1,3,-,5,3.44,보통
20210826,SF25,황해중부,어청도,20210826,참돔,RP,11,3,0.2,0.3,0.3,4,25.1,25.2,25.5,3,26.2,26.2,26.4,5,2.4,5.7,7.1,3,-,5,3.44,보통
20210826,SF26,황해중부,어청도,20210826,돌돔,RB,11,4,0.2,0.3,0.3,4,25.1,25.2,25.5,5,26.2,26.2,26.4,5,2.4,5.7,7.1,3,-,5,4.0,좋음
20210826,SF27,황해중부,어청도,20210826,우럭,RF,11,4,0.2,0.3,0.3,4,25.1,25.2,25.5,2,26.2,26.2,26.4,5,2.4,5.7,7.1,3,-,5,3.4,보통
20210826,SF28,황해중부,어청도,20210826,감성돔,BP,11,4,0.2,0.3,0.3,4,25.1,25.2,25.5,1,26.2,26.2,26.4,5,2.4,5.7,7.1,3,-,5,3.2,보통
20210826,SF4,남해서부,연도,20210826,감성돔,BP,11,4,0.3,0.4,0.4,4,25.5,26.2,26.5,1,25.9,26.2,26.4,5,3.2,5.2,6.4,3,-,5,3.2,보통
