NAME,Date_time,WHT,SST
상왕등도,2021-08-26 09,0.65,25.45
상왕등도,2021-08-26 12,0.57,25.8
상왕등도,2021-08-26 15,0.72,26.33
상왕등도,2021-08-26 18,0.55,25.88
상왕등도,2021-08-27 21,0.44,25.92
상왕등도,2021-08-27 00,0.41,26.12
상왕등도,2021-08-27 03,0.76,25.67
상왕등도,2021-08-27 06,0.45,25.78
상왕등도,2021-08-27 09,0.78,26.07
상왕등도,2021-08-27 12,0.64,26.02
상왕등도,2021-08-27 15,0.29,26.11
상왕등도,2021-08-27 18,0.63,25.9
상왕등도,2021-08-28 21,0.6,25.84
상왕등도,2021-08-28 00,0.46,25.71
상왕등도,2021-08-28 03,0.38,25.66
상왕등도,2021-08-28 06,0.69,25.65
상왕등도,2021-08-28 09,0.53,25.83
상왕등도,2021-08-28 12,0.49,26.0
상왕등도,2021-08-28 15,0.49,25.97
상왕등도,2021-08-28 18,0.41,25.96
추자도,2021-08-26 09,0.92,23.31
추자도,2021-08-26 12,0.98,23.16
추자도,2021-08-26 15,0.86,24.13
추자도,2021-08-26 18,0.71,24.24
추자도,2021-08-27 21,0.76,23.31
추자도,2021-08-27 00,0.51,23.46
추자도,2021-08-27 03,0.85,23.02
추자도,2021-08-27 06,0.56,23.94
추자도,2021-08-27 09,0.67,22.94
추자도,2021-08-27 12,0.48,23.5
추자도,2021-08-27 15,0.61,23.93
추자도,2021-08-27 18,0.55,23.52
추자도,2021-08-28 21,0.45,23.43
추자도,2021-08-28 00,0.46,23.01
추자도,2021-08-28 03,0.53,23.52
추자도,2021-08-28 06,0.57,23.8
추자도,2021-08-28 09,0.4,23.5
추자도,2021-08-28 12,0.36,23.63
추자도,2021-08-28 15,0.5,24.1
추자도,2021-08-28 18,0.44,24.13
울진후정,2021-08-26 09,0.57,25.16
울진후정,2021-08-26 12,0.93,25.78
울진후정,2021-08-26 15,0.55,26.36
울진후정,2021-08-26 18,0.87,26.48
울진후정,2021-08-27 21,1.09,26.45
