NAME,Date_time,WHT,SST
울진후정,2021-08-27 00,0.69,26.17
울진후정,2021-08-27 03,0.86,25.86
울진후정,2021-08-27 06,0.75,25.99
울진후정,2021-08-27 09,0.93,26.08
울진후정,2021-08-27 12,0.75,26.84
울진후정,2021-08-27 15,0.69,27.51
울진후정,2021-08-27 18,0.75,26.21
울진후정,2021-08-28 21,0.57,25.78
울진후정,2021-08-28 00,0.56,25.11
울진후정,2021-08-28 03,0.63,24.72
울진후정,2021-08-28 06,0.49,24.91
울진후정,2021-08-28 09,0.47,24.41
울진후정,2021-08-28 12,0.7,24.96
울진후정,2021-08-28 15,0.55,24.77
울진후정,2021-08-28 18,0.67,24.69
동명항,2021-08-26 09,1.21,24.08
동명항,2021-08-26 12,1.0,24.6
동명항,2021-08-26 15,1.11,25.28
동명항,2021-08-26 18,1.1,25.55
동명항,2021-08-27 21,1.16,25.67
동명항,2021-08-27 00,1.03,25.51
동명항,2021-08-27 03,1.04,24.93
동명항,2021-08-27 06,1.04,24.58
동명항,2021-08-27 09,1.4,24.77
동명항,2021-08-27 12,1.04,24.51
동명항,2021-08-27 15,1.11,23.92
동명항,2021-08-27 18,1.2,24.04
동명항,2021-08-28 21,1.23,23.58
동명항,2021-08-28 00,1.17,23.24
동명항,2021-08-28 03,0.94,21.15
동명항,2021-08-28 06,1.02,20.86
동명항,2021-08-28 09,0.9,21.0
동명항,2021-08-28 12,0.94,21.8
동명항,2021-08-28 15,0.9,23.08
동명항,2021-08-28 18,1.06,23.88
월포해수욕장,2021-08-26 09,0.69,24.85
월포해수욕장,2021-08-26 12,0.52,25.96
월포해수욕장,2021-08-26 15,0.62,26.38
월포해수욕장,2021-08-26 18,0.72,26.6
월포해수욕장,2021-08-27 21,0.6,26.69
월포해수욕장,2021-08-27 00,0.97,25.88
월포해수욕장,2021-08-27 03,0.84,24.98
월포해수욕장,2021-08-27 06,0.42,24.49
월포해수욕장,2021-08-27 09,0.59,24.91
월포해수욕장,2021-08-27 12,0.44,25.67
월포해수욕장,2021-08-27 15,0.38,26.35
월포해수욕장,2021-08-27 18,0.47,25.95
월포해수욕장,2021-08-28 21,0.69,25.02
월포해수욕장,2021-08-28 00,0.29,24.89
월포해수욕장,2021-08-28 03,0.44,23.74
월포해수욕장,2021-08-28 06,0.6,23.27
월포해수욕장,2021-08-28 09,0.34,22.7
월포해수욕장,2021-08-28 12,0.3,22.54
월포해수욕장,2021-08-28 15,0.25,24.11
월포해수욕장,2021-08-28 18,0.25,23.95
구조라해수욕장,2021-08-26 09,0.57,23.03
구조라해수욕장,2021-08-26 12,0.65,23.93
구조라해수욕장,2021-08-26 15,0.64,24.17
구조라해수욕장,2021-08-26 18,0.45,23.42
구조라해수욕장,2021-08-27 21,0.7,22.81
구조라해수욕장,2021-08-27 00,0.56,22.74
구조라해수욕장,2021-08-27 03,0.35,22.6
구조라해수욕장,2021-08-27 06,0.73,22.83
구조라해수욕장,2021-08-27 09,0.5,23.85
구조라해수욕장,2021-08-27 12,0.49,24.35
구조라해수욕장,2021-08-27 15,0.36,24.06
구조라해수욕장,2021-08-27 18,0.45,23.06
구조라해수욕장,2021-08-28 21,0.39,23.03
구조라해수욕장,2021-08-28 00,0.28,22.02
구조라해수욕장,2021-08-28 03,0.45,21.76
구조라해수욕장,2021-08-28 06,0.51,21.72
구조라해수욕장,2021-08-28 09,0.26,21.69
구조라해수욕장,2021-08-28 12,0.18,22.34
구조라해수욕장,2021-08-28 15,0.31,22.71
구조라해수욕장,2021-08-28 18,0.21,22.35
문섬,2021-08-26 09,0.91,23.02
문섬,2021-08-26 12,0.71,23.71
문섬,2021-08-26 15,0.9,24.41
문섬,2021-08-26 18,0.85,24.13
문섬,2021-08-27 21,1.02,24.8
문섬,2021-08-27 00,0.74,24.2
문섬,2021-08-27 03,0.92,24.2
문섬,2021-08-27 06,0.85,23.99
문섬,2021-08-27 09,0.76,23.53
문섬,2021-08-27 12,0.7,23.96
문섬,2021-08-27 15,0.75,24.28
문섬,2021-08-27 18,0.78,24.13
문섬,2021-08-28 21,0.48,23.95
문섬,2021-08-28 00,0.7,24.04
문섬,2021-08-28 03,0.68,24.03
문섬,2021-08-28 06,0.48,23.69
문섬,2021-08-28 09,0.54,24.12
문섬,2021-08-28 12,0.45,23.98
문섬,2021-08-28 15,0.49,23.97
문섬,2021-08-28 18,0.33,24.41
