STN,NAME,DATE,AM/PM,TEMP_MIN,TEMP_AVE,TEMP_MAX,WIND_MIN,WIND_AVE,WIND_MAX,SKY,RAIN_AMT
TL1,우전마을,20210828,AM,25.0,26.0,27.0,4.5,4.5,4.6,4,0
TL1,우전마을,20210828,PM,25.0,26.3,27.0,4.6,5.6,6.2,4,0
TL1,우전마을,20210829,AM,26.0,26.5,27.0,2.6,3.7,4.8,4,1.9
TL1,우전마을,20210829,PM,26.0,27.0,28.0,4.8,5.1,5.3,4,9.9
TL1,우전마을,20210830,AM,26.0,26.5,27.0,6.6,6.7,6.8,4,6.9
TL1,우전마을,20210830,PM,26.0,27.0,28.0,4.9,5.9,6.8,4,5.1
TL2,백미리마을,20210828,AM,22.0,23.0,24.0,1.4,2.1,2.9,4,0
TL2,백미리마을,20210828,PM,24.0,24.3,25.0,2.9,3.7,4.4,4,0
TL2,백미리마을,20210829,AM,22.0,23.0,24.0,0.6,1.1,1.6,4,0
TL2,백미리마을,20210829,PM,24.0,24.3,25.0,1.4,1.8,2.3,4,2.5
TL2,백미리마을,20210830,AM,21.0,22.5,24.0,6.4,6.9,7.4,4,0
TL2,백미리마을,20210830,PM,24.0,24.3,25.0,1.5,3.2,6.4,4,0
TL3,문항마을,20210828,AM,26.0,27.0,28.0,1.6,1.9,2.1,4,0
TL3,문항마을,20210828,PM,27.0,27.7,28.0,1.6,2.9,3.8,4,0
TL3,문항마을,20210829,AM,27.0,28.0,29.0,4.0,4.4,4.8,4,0
TL3,문항마을,20210829,PM,28.0,28.7,29.0,4.8,5.7,6.9,4,5.1
TL3,문항마을,20210830,AM,27.0,28.0,29.0,4.7,5.3,5.9,4,0
TL3,문항마을,20210830,PM,28.0,28.7,29.0,5.9,6.1,6.4,4,0
TL4,전곡리마을,20210828,AM,23.0,23.5,24.0,1.6,2.2,2.9,4,0
TL4,전곡리마을,20210828,PM,24.0,24.3,25.0,2.9,3.7,4.4,3,0
TL4,전곡리마을,20210829,AM,23.0,23.5,24.0,0.8,1.2,1.6,4,0
TL4,전곡리마을,20210829,PM,24.0,24.3,25.0,1.3,1.8,2.4,4,2.5
TL4,전곡리마을,20210830,AM,22.0,23.0,24.0,6.6,7.3,8.1,4,0
TL4,전곡리마을,20210830,PM,24.0,24.3,25.0,1.7,3.4,6.6,4,0
TL5,만돌마을,20210828,AM,24.0,25.0,26.0,2.9,3.0,3.0,4,0
TL5,만돌마을,20210828,PM,25.0,26.0,27.0,2.9,3.0,3.2,4,0
TL5,만돌마을,20210829,AM,24.0,25.5,27.0,1.5,2.3,3.1,4,15.4
TL5,만돌마을,20210829,PM,26.0,26.7,27.0,3.1,3.7,4.5,4,12.4
TL5,만돌마을,20210830,AM,25.0,26.0,27.0,5.7,6.0,6.2,4,2.8
TL5,만돌마을,20210830,PM,26.0,26.7,27.0,4.1,5.3,6.2,4,0
TL6,하전마을,20210828,AM,24.0,25.0,26.0,2.3,2.4,2.5,4,0
TL6,하전마을,20210828,PM,25.0,26.0,27.0,2.5,2.5,2.6,4,0
TL6,하전마을,20210829,AM,24.0,25.5,27.0,1.0,1.8,2.5,4,18
TL6,하전마을,20210829,PM,26.0,26.7,27.0,2.5,3.1,3.8,4,13.3
TL6,하전마을,20210830,AM,25.0,26.0,27.0,4.7,5.0,5.2,4,2.8
TL6,하전마을,20210830,PM,26.0,26.7,27.0,3.4,4.5,5.2,4,0
TL7,궁평마을,20210828,AM,22.0,22.5,23.0,1.2,1.9,2.5,4,0
TL7,궁평마을,20210828,PM,23.0,23.3,24.0,2.5,3.4,4.2,4,0
TL7,궁평마을,20210829,AM,22.0,22.5,23.0,0.4,1.0,1.6,4,0
TL7,궁평마을,20210829,PM,23.0,23.7,24.0,0.9,1.5,2.1,4,1.9
TL7,궁평마을,20210830,AM,21.0,22.0,23.0,6.6,7.0,7.4,4,0
TL7,궁평마을,20210830,PM,23.0,23.7,24.0,1.4,3.3,6.6,4,0
TL8,신리마을,20210828,AM,25.0,26.5,28.0,1.0,1.1,1.3,4,0
TL8,신리마을,20210828,PM,27.0,27.7,28.0,1.3,2.7,3.5,4,0
TL8,신리마을,20210829,AM,25.0,26.5,28.0,1.9,2.9,3.9,4,0
TL8,신리마을,20210829,PM,26.0,27.3,28.0,3.9,4.3,4.9,4,2.5
TL8,신리마을,20210830,AM,26.0,26.5,27.0,4.1,4.3,4.6,4,0
TL8,신리마을,20210830,PM,26.0,26.7,27.0,3.6,4.4,4.9,4,0.5
TL9,월하성마을,20210828,AM,24.0,24.5,25.0,0.5,1.5,2.5,4,0
TL9,월하성마을,20210828,PM,25.0,25.3,26.0,0.5,2.6,4.2,4,0
TL9,월하성마을,20210829,AM,23.0,24.0,25.0,3.1,3.3,3.5,4,16.6
TL9,월하성마을,20210829,PM,25.0,25.3,26.0,1.4,2.3,3.5,4,16.1
TL9,월하성마을,20210830,AM,25.0,25.5,26.0,7.7,8.1,8.4,4,0.5
TL9,월하성마을,20210830,PM,26.0,26.3,27.0,5.0,6.6,8.4,4,0
TL10,선감마을,20210828,AM,23.0,24.0,25.0,1.9,2.6,3.3,4,0
TL10,선감마을,20210828,PM,24.0,25.0,26.0,3.3,4.0,4.5,3,0
TL10,선감마을,20210829,AM,23.0,24.0,25.0,1.0,1.3,1.6,4,0
TL10,선감마을,20210829,PM,24.0,25.0,26.0,1.6,2.0,2.7,4,2.5
TL10,선감마을,20210830,AM,22.0,23.0,24.0,6.3,7.1,7.9,4,0
TL10,선감마을,20210830,PM,24.0,25.0,26.0,1.4,3.2,6.3,4,0
TL11,선유도마을,20210828,AM,24.0,25.0,26.0,2.7,3.5,4.3,4,0
TL11,선유도마을,20210828,PM,25.0,25.7,26.0,2.7,3.9,5.9,4,0
TL11,선유도마을,20210829,AM,24.0,25.0,26.0,3.7,3.9,4.0,4,26.3
TL11,선유도마을,20210829,PM,26.0,26.3,27.0,0.9,2.5,3.7,4,13.4
TL11,선유도마을,20210830,AM,25.0,26.0,27.0,8.9,9.2,9.5,4,1
TL11,선유도마을,20210830,PM,26.0,26.7,27.0,6.0,7.5,9.5,4,0
TL12,무창포마을,20210828,AM,24.0,24.5,25.0,0.2,1.2,2.1,4,0
TL12,무창포마을,20210828,PM,24.0,24.7,25.0,0.2,2.2,3.4,4,0
TL12,무창포마을,20210829,AM,23.0,24.0,25.0,3.3,3.3,3.4,4,2.7
TL12,무창포마을,20210829,PM,25.0,25.0,25.0,1.5,2.3,3.4,4,15.3
TL12,무창포마을,20210830,AM,24.0,25.0,26.0,8.1,8.6,9.0,4,0.5
TL12,무창포마을,20210830,PM,25.0,25.7,26.0,3.9,6.0,8.1,4,0
TL13,돌머리마을,20210828,AM,24.0,25.5,27.0,2.7,2.8,2.8,4,0
TL13,돌머리마을,20210828,PM,26.0,27.0,28.0,2.8,3.2,3.4,4,0
TL13,돌머리마을,20210829,AM,26.0,26.5,27.0,1.7,3.1,4.5,4,2.5
TL13,돌머리마을,20210829,PM,26.0,26.7,27.0,4.3,4.6,5.0,4,10.7
TL13,돌머리마을,20210830,AM,25.0,26.0,27.0,5.3,5.6,5.9,4,8.8
TL13,돌머리마을,20210830,PM,27.0,27.3,28.0,4.0,5.1,5.9,4,4.5
TL14,모항마을,20210828,AM,23.0,24.0,25.0,2.6,2.7,2.8,4,0
TL14,모항마을,20210828,PM,24.0,25.0,26.0,2.8,3.0,3.4,4,0
TL14,모항마을,20210829,AM,23.0,24.5,26.0,1.5,1.6,1.7,4,23.2
TL14,모항마을,20210829,PM,25.0,25.7,26.0,1.7,3.0,3.8,4,12.8
TL14,모항마을,20210830,AM,24.0,25.0,26.0,5.8,6.0,6.2,4,3.5
TL14,모항마을,20210830,PM,25.0,25.7,26.0,4.0,5.2,6.2,4,0
TL15,종현마을,20210828,AM,24.0,24.0,24.0,2.5,3.1,3.8,4,0
TL15,종현마을,20210828,PM,24.0,24.7,26.0,3.8,4.3,4.6,3,0
TL15,종현마을,20210829,AM,23.0,24.0,25.0,1.5,1.6,1.8,4,0
TL15,종현마을,20210829,PM,24.0,25.0,26.0,1.8,2.1,2.6,4,2.7
TL15,종현마을,20210830,AM,22.0,23.0,24.0,6.2,7.4,8.6,4,0
TL15,종현마을,20210830,PM,24.0,24.7,25.0,1.7,3.5,6.2,4,0
TL16,수문마을,20210828,AM,26.0,27.0,28.0,1.2,1.2,1.3,4,0
TL16,수문마을,20210828,PM,27.0,28.0,29.0,1.2,2.6,3.5,4,0
TL16,수문마을,20210829,AM,26.0,27.0,28.0,1.4,2.3,3.3,4,0
TL16,수문마을,20210829,PM,27.0,28.0,29.0,3.3,3.8,4.4,4,5
TL16,수문마을,20210830,AM,26.0,27.0,28.0,3.8,4.2,4.5,4,1.5
TL16,수문마을,20210830,PM,27.0,27.7,28.0,3.3,4.1,4.5,4,0
TL17,신시도마을,20210828,AM,24.0,25.0,26.0,2.5,3.4,4.2,4,0
TL17,신시도마을,20210828,PM,25.0,25.7,26.0,2.5,3.8,5.8,4,0
TL17,신시도마을,20210829,AM,24.0,25.5,27.0,3.3,3.5,3.6,4,25.8
TL17,신시도마을,20210829,PM,26.0,26.7,27.0,0.5,2.3,3.3,4,13.5
TL17,신시도마을,20210830,AM,25.0,26.0,27.0,8.4,8.8,9.2,4,1
TL17,신시도마을,20210830,PM,26.0,26.7,27.0,5.8,7.3,9.2,4,0
TL18,대야도마을,20210828,AM,23.0,24.0,25.0,0.9,1.1,1.3,4,0
TL18,대야도마을,20210828,PM,24.0,24.7,25.0,0.9,1.6,2.3,4,0
TL18,대야도마을,20210829,AM,23.0,24.0,25.0,3.0,3.1,3.2,4,0
TL18,대야도마을,20210829,PM,24.0,24.7,25.0,1.3,2.0,3.2,4,2.3
TL18,대야도마을,20210830,AM,24.0,24.5,25.0,2.0,4.2,6.3,4,0
TL18,대야도마을,20210830,PM,25.0,25.0,25.0,0.2,1.0,2.0,4,0
TL19,장자도마을,20210828,AM,24.0,25.0,26.0,3.0,3.8,4.5,4,0
TL19,장자도마을,20210828,PM,25.0,25.7,26.0,3.0,4.1,6.0,4,0
TL19,장자도마을,20210829,AM,24.0,25.0,26.0,3.1,3.5,3.9,4,28
TL19,장자도마을,20210829,PM,26.0,26.3,27.0,0.8,2.5,3.7,4,13.1
TL19,장자도마을,20210830,AM,25.0,26.0,27.0,8.9,9.2,9.5,4,0.6
TL19,장자도마을,20210830,PM,26.0,26.7,27.0,6.0,7.6,9.5,4,0
TL20,다대마을,20210828,AM,25.0,26.0,27.0,0.2,0.5,0.8,4,2.7
TL20,다대마을,20210828,PM,25.0,26.0,27.0,0.2,2.1,3.3,4,0
TL20,다대마을,20210829,AM,26.0,26.5,27.0,4.5,4.7,4.8,4,0
TL20,다대마을,20210829,PM,26.0,26.7,27.0,4.8,5.2,6.0,1,0
TL20,다대마을,20210830,AM,26.0,26.5,27.0,4.2,5.2,6.2,4,0
TL20,다대마을,20210830,PM,26.0,26.7,27.0,5.6,6.0,6.2,4,0
TL21,냉천마을,20210828,AM,26.0,27.0,28.0,1.3,1.8,2.3,4,0
TL21,냉천마을,20210828,PM,28.0,28.0,28.0,1.3,2.7,3.7,4,0
TL21,냉천마을,20210829,AM,27.0,28.0,29.0,3.9,4.3,4.8,4,0
TL21,냉천마을,20210829,PM,28.0,28.7,29.0,4.8,5.9,7.0,4,5
TL21,냉천마을,20210830,AM,27.0,28.0,29.0,4.8,5.4,6.1,4,0
TL21,냉천마을,20210830,PM,28.0,28.7,29.0,6.1,6.4,6.7,4,0
TL22,사금마을,20210828,AM,26.0,27.0,28.0,1.2,1.3,1.4,4,0
TL22,사금마을,20210828,PM,27.0,27.7,28.0,1.4,2.9,3.7,4,0
TL22,사금마을,20210829,AM,27.0,28.0,29.0,1.6,2.7,3.8,4,1.6
TL22,사금마을,20210829,PM,27.0,28.3,29.0,3.8,4.4,5.1,4,2.5
