FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
NW,20210828,AM,27.0,14.4,6.3,13.8,27.0,4.1,0.4,6.4,13.0,3.8,0.2,2.9,3.7,8.0,6,3.7,-,HW,20.0,매우나쁨
NW,20210828,PM,27.1,14.2,6.7,13.1,27.5,3.9,0.3,6.4,13.0,3.8,0.2,2.9,3.5,8.0,6,1.4,-,HW,20.0,매우나쁨
NW,20210829,AM,27.1,14.2,5.8,14.7,27.3,4.0,0.1,6.4,14.0,3.8,0.1,3.8,3.3,18.6,6,0.0,-,-,77.5,매우좋음
NW,20210829,PM,27.3,13.8,7.0,12.6,27.7,3.8,0.1,6.4,14.0,3.8,0.2,2.9,1.8,26.5,6,0.0,-,-,81.8,매우좋음
NW,20210830,AM,26.3,15.6,4.5,17.1,27.5,3.9,0.2,6.4,15.0,4.8,0.2,2.9,1.0,26.5,6,0.0,-,-,89.2,매우좋음
NW,20210830,PM,26.2,15.8,4.7,16.7,27.9,3.7,0.1,6.4,15.0,4.8,0.1,3.8,2.3,18.6,6,0.0,-,-,81.8,매우좋음
NW,20210831,DY,25.7,16.7,2.8,20.1,28.1,3.6,0.2,6.4,1.0,4.8,0.1,3.8,3.8,8.0,6,0.0,-,-,75.4,매우좋음
NW,20210901,DY,26.6,15.1,5.8,14.7,27.8,3.8,0.5,7.5,2.0,4.8,0.1,3.8,4.0,8.0,4,0.0,-,-,65.7,좋음
NW,20210902,DY,27.1,14.2,8.4,10.1,27.8,3.8,0.9,5.5,3.0,4.8,0.2,2.9,4.0,8.0,4,0.0,-,-,57.3,보통
NW,20210903,DY,25.3,17.4,6.2,14.0,27.9,3.7,1.2,4.0,4.0,3.8,0.2,2.9,4.0,8.0,4,0.0,-,-,61.8,보통
SW,20210828,AM,27.0,13.8,5.2,15.2,26.3,5.1,0.6,8.5,13.0,4.2,0.5,0.1,3.3,17.4,6,1.3,-,HW,20.0,매우나쁨
SW,20210828,PM,26.5,14.7,4.5,16.4,26.7,4.9,0.5,9.2,13.0,4.2,0.5,0.1,3.0,17.4,6,0.0,-,HW·-,20.0,매우나쁨
SW,20210829,AM,25.8,15.9,3.9,17.4,26.5,5.0,0.3,7.8,14.0,4.2,0.5,0.1,3.9,7.5,6,0.0,-,-,69.9,좋음
SW,20210829,PM,25.9,15.7,4.1,17.1,26.9,4.8,0.3,7.8,14.0,4.2,0.4,1.2,2.1,17.4,6,0.0,-,-,80.2,매우좋음
SW,20210830,AM,25.8,15.9,3.4,18.3,27.0,4.8,0.3,7.8,15.0,5.2,0.4,1.2,1.9,24.8,6,0.0,-,-,90.0,매우좋음
SW,20210830,PM,25.7,16.1,3.6,18.0,27.4,4.6,0.2,7.8,15.0,5.2,0.3,2.2,2.3,17.4,6,0.0,-,-,83.3,매우좋음
SW,20210831,DY,25.2,16.9,2.8,19.3,27.5,4.6,0.4,7.8,1.0,5.2,0.3,2.2,3.8,7.5,6,0.0,-,-,75.5,매우좋음
SW,20210901,DY,25.1,17.1,3.7,17.8,27.8,4.4,0.5,9.2,2.0,5.2,0.3,2.2,4.0,7.5,4,0.0,-,-,71.4,좋음
SW,20210902,DY,25.4,16.6,5.6,14.5,27.7,4.5,0.8,7.3,3.0,5.2,0.4,1.2,4.0,7.5,4,0.0,-,-,64.8,보통
SW,20210903,DY,25.3,16.8,6.6,12.8,26.8,4.9,0.4,7.8,4.0,4.2,0.4,1.2,4.0,7.5,4,0.0,-,-,63.2,보통
NE,20210828,AM,26.7,13.6,5.7,13.6,27.0,6.8,0.2,9.4,13.0,4.7,0.4,0.9,3.5,6.9,6,2.4,-,HW,20.0,매우나쁨
NE,20210828,PM,26.6,13.7,5.2,14.4,27.7,6.3,0.1,9.4,13.0,4.7,0.3,1.8,3.4,16.0,6,0.8,-,HW,20.0,매우나쁨
NE,20210829,AM,26.2,14.4,3.9,16.5,27.6,6.4,0.0,9.4,14.0,4.7,0.4,0.9,3.0,16.0,6,0.0,-,-,80.3,매우좋음
NE,20210829,PM,26.5,13.9,3.6,17.0,28.1,6.0,0.1,9.4,14.0,4.7,0.2,2.6,3.0,16.0,6,0.0,-,-,81.6,매우좋음
NE,20210830,AM,26.0,14.7,3.0,18.0,27.5,6.4,0.1,9.4,15.0,5.9,0.4,0.9,1.0,22.9,6,0.0,-,-,90.2,매우좋음
