FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
CN,20210828,AM,25.2,16.9,1.3,21.9,26.6,6.5,0.2,9.6,13.0,5.5,,0.0,3.7,7.2,1,0.4,-,-,60.0,보통
CN,20210828,PM,26.2,15.2,3.7,17.8,27.1,6.2,0.2,9.6,13.0,5.5,,0.0,4.0,7.2,1,0.3,-,-,60.0,보통
CN,20210829,AM,25.9,15.7,4.0,17.2,26.9,6.3,0.2,9.6,14.0,5.5,,0.0,3.8,7.2,1,2.6,-,-,60.0,보통
CN,20210829,PM,26.3,15.0,6.0,13.8,27.3,6.1,0.2,9.6,14.0,5.5,,0.0,3.1,16.9,1,4.7,-,-,60.0,보통
CN,20210830,AM,26.4,14.8,5.2,15.2,27.0,6.3,0.2,9.6,15.0,6.9,,0.0,3.7,7.2,1,0.6,-,-,60.0,보통
CN,20210830,PM,26.5,14.7,6.2,13.4,27.1,6.2,0.2,9.6,15.0,6.9,,0.0,3.2,16.9,1,1.0,-,-,60.0,보통
CN,20210831,DY,25.8,15.9,4.4,16.6,27.4,6.0,0.1,9.6,1.0,6.9,,0.0,4.0,7.2,1,0.0,-,-,64.2,보통
CN,20210901,DY,25.6,16.2,5.5,14.7,27.2,6.1,0.5,11.3,2.0,6.9,,0.0,4.0,7.2,1,0.0,-,-,64.4,보통
CN,20210902,DY,26.3,15.0,8.1,10.2,26.6,6.5,0.9,8.3,3.0,6.9,,0.0,4.0,7.2,1,0.0,-,-,56.1,보통
CN,20210903,DY,26.2,15.2,7.9,10.5,26.1,6.8,0.8,9.0,4.0,5.5,,0.0,4.0,7.2,1,0.0,-,-,56.2,보통
IS,20210828,AM,26.1,9.8,4.0,11.1,25.1,12.3,0.5,15.5,13.0,12.4,0.3,3.0,4.0,4.6,1,4.0,-,-,60.0,보통
IS,20210828,PM,26.4,9.5,4.8,10.2,25.9,11.5,0.4,13.2,13.0,12.4,0.3,3.0,3.6,4.6,1,1.2,-,-,60.0,보통
IS,20210829,AM,25.6,10.4,3.9,11.2,25.7,11.7,0.2,13.2,14.0,12.4,0.2,4.4,3.3,10.8,1,0.0,-,-,76.1,매우좋음
IS,20210829,PM,26.1,9.8,5.0,9.9,26.5,10.8,0.2,13.2,14.0,12.4,0.2,4.4,2.2,10.8,1,0.0,-,-,73.3,좋음
IS,20210830,AM,26.0,9.9,5.7,9.2,25.7,11.7,0.2,13.2,15.0,15.5,0.2,4.4,1.9,15.5,1,0.0,-,-,81.4,매우좋음
IS,20210830,PM,26.0,9.9,5.4,9.5,26.4,10.9,0.2,13.2,15.0,15.5,0.2,4.4,1.3,15.5,1,0.0,-,-,80.9,매우좋음
IS,20210831,DY,25.7,10.3,1.5,13.8,27.0,10.3,0.2,13.2,1.0,15.5,0.2,4.4,4.0,4.6,1,0.0,-,-,74.1,좋음
IS,20210901,DY,25.7,10.3,4.9,10.1,26.5,10.8,0.7,13.4,2.0,15.5,0.3,3.0,4.0,4.6,1,0.0,-,-,69.7,좋음
IS,20210902,DY,26.2,9.7,6.9,7.8,25.7,11.7,1.3,7.2,3.0,15.5,0.3,3.0,4.0,4.6,1,0.0,-,-,61.5,보통
IS,20210903,DY,25.8,10.2,9.4,5.1,24.6,12.8,1.0,10.3,4.0,12.4,0.4,1.6,4.0,4.6,1,0.0,-,-,59.0,보통
