NAME,Date_time,WHT,SST
울진후정,2021-08-30 15,0.17,24.69
울진후정,2021-08-30 18,0.09,24.45
동명항,2021-08-28 09,0.28,23.31
동명항,2021-08-28 12,0.2,23.66
동명항,2021-08-28 15,0.1,25.22
동명항,2021-08-28 18,0.13,25.5
동명항,2021-08-29 21,0.13,25.73
동명항,2021-08-29 00,0.21,26.0
동명항,2021-08-29 03,0.1,25.55
동명항,2021-08-29 06,0.25,25.01
동명항,2021-08-29 09,0.14,24.94
동명항,2021-08-29 12,0.08,25.18
동명항,2021-08-29 15,0.19,25.02
동명항,2021-08-29 18,0.33,25.12
동명항,2021-08-30 21,0.1,25.43
동명항,2021-08-30 00,0.08,25.14
동명항,2021-08-30 03,0.16,24.86
동명항,2021-08-30 06,0.08,24.89
동명항,2021-08-30 09,0.22,25.27
동명항,2021-08-30 12,0.09,24.94
동명항,2021-08-30 15,0.12,25.76
동명항,2021-08-30 18,0.2,25.59
월포해수욕장,2021-08-28 09,0.46,24.88
월포해수욕장,2021-08-28 12,0.32,26.26
월포해수욕장,2021-08-28 15,0.25,27.05
월포해수욕장,2021-08-28 18,0.06,27.41
월포해수욕장,2021-08-29 21,0.29,27.33
월포해수욕장,2021-08-29 00,0.32,26.75
월포해수욕장,2021-08-29 03,0.02,26.48
월포해수욕장,2021-08-29 06,0.33,25.88
월포해수욕장,2021-08-29 09,0.17,26.2
월포해수욕장,2021-08-29 12,0.14,27.29
월포해수욕장,2021-08-29 15,0.15,27.7
월포해수욕장,2021-08-29 18,0.31,27.5
월포해수욕장,2021-08-30 21,0.05,27.0
월포해수욕장,2021-08-30 00,0.04,27.12
월포해수욕장,2021-08-30 03,0.04,26.88
월포해수욕장,2021-08-30 06,0.02,26.59
월포해수욕장,2021-08-30 09,0.06,26.53
월포해수욕장,2021-08-30 12,0.02,26.98
월포해수욕장,2021-08-30 15,0.03,26.69
월포해수욕장,2021-08-30 18,0.05,26.38
구조라해수욕장,2021-08-28 09,0.14,23.1
구조라해수욕장,2021-08-28 12,0.16,24.33
구조라해수욕장,2021-08-28 15,0.21,24.46
구조라해수욕장,2021-08-28 18,0.25,24.53
구조라해수욕장,2021-08-29 21,0.18,24.5
구조라해수욕장,2021-08-29 00,0.05,24.35
구조라해수욕장,2021-08-29 03,0.1,23.71
구조라해수욕장,2021-08-29 06,0.1,23.38
구조라해수욕장,2021-08-29 09,0.17,24.6
구조라해수욕장,2021-08-29 12,0.1,25.53
구조라해수욕장,2021-08-29 15,0.12,25.64
구조라해수욕장,2021-08-29 18,0.3,25.41
구조라해수욕장,2021-08-30 21,0.29,24.84
구조라해수욕장,2021-08-30 00,0.12,24.41
구조라해수욕장,2021-08-30 03,0.27,24.26
구조라해수욕장,2021-08-30 06,0.1,23.57
구조라해수욕장,2021-08-30 09,0.13,23.42
구조라해수욕장,2021-08-30 12,0.32,23.68
구조라해수욕장,2021-08-30 15,0.2,24.49
구조라해수욕장,2021-08-30 18,0.1,23.71
문섬,2021-08-28 09,0.78,24.09
문섬,2021-08-28 12,0.71,24.43
문섬,2021-08-28 15,0.57,23.91
문섬,2021-08-28 18,0.55,24.53
문섬,2021-08-29 21,0.59,24.2
문섬,2021-08-29 00,0.25,25.02
문섬,2021-08-29 03,0.48,25.46
문섬,2021-08-29 06,0.48,24.76
문섬,2021-08-29 09,0.5,24.32
문섬,2021-08-29 12,0.35,24.96
문섬,2021-08-29 15,0.42,25.34
문섬,2021-08-29 18,0.34,25.13
문섬,2021-08-30 21,0.3,25.05
문섬,2021-08-30 00,0.33,24.97
문섬,2021-08-30 03,0.46,24.78
문섬,2021-08-30 06,0.24,24.92
문섬,2021-08-30 09,0.54,25.24
문섬,2021-08-30 12,0.14,25.8
문섬,2021-08-30 15,0.12,25.63
문섬,2021-08-30 18,0.17,25.67
