NAME,Date_time,WHT,SST
상왕등도,2021-08-28 09,0.07,25.51
상왕등도,2021-08-28 12,0.13,25.27
상왕등도,2021-08-28 15,0.37,26.23
상왕등도,2021-08-28 18,0.1,25.71
상왕등도,2021-08-29 21,0.28,25.7
상왕등도,2021-08-29 00,0.19,25.2
상왕등도,2021-08-29 03,0.15,25.07
상왕등도,2021-08-29 06,0.15,25.46
상왕등도,2021-08-29 09,0.12,25.26
상왕등도,2021-08-29 12,0.38,25.67
상왕등도,2021-08-29 15,0.23,25.88
상왕등도,2021-08-29 18,0.19,25.26
상왕등도,2021-08-30 21,0.03,25.28
상왕등도,2021-08-30 00,0.06,25.38
상왕등도,2021-08-30 03,0.19,25.55
상왕등도,2021-08-30 06,0.23,25.18
상왕등도,2021-08-30 09,0.14,25.56
상왕등도,2021-08-30 12,0.03,25.67
상왕등도,2021-08-30 15,0.05,25.7
상왕등도,2021-08-30 18,0.01,26.06
추자도,2021-08-28 09,0.68,23.05
추자도,2021-08-28 12,0.69,24.34
추자도,2021-08-28 15,0.74,24.94
추자도,2021-08-28 18,0.52,24.67
추자도,2021-08-29 21,0.44,23.7
추자도,2021-08-29 00,0.59,24.04
추자도,2021-08-29 03,0.51,23.6
추자도,2021-08-29 06,0.74,24.26
추자도,2021-08-29 09,0.58,24.58
추자도,2021-08-29 12,0.45,24.71
추자도,2021-08-29 15,0.33,25.16
추자도,2021-08-29 18,0.56,25.2
추자도,2021-08-30 21,0.86,25.06
추자도,2021-08-30 00,0.67,24.19
추자도,2021-08-30 03,0.59,24.26
추자도,2021-08-30 06,0.56,23.58
추자도,2021-08-30 09,0.22,23.34
추자도,2021-08-30 12,0.14,23.65
추자도,2021-08-30 15,0.19,24.05
추자도,2021-08-30 18,0.38,24.45
울진후정,2021-08-28 09,0.13,25.23
울진후정,2021-08-28 12,0.29,25.45
울진후정,2021-08-28 15,0.39,25.74
울진후정,2021-08-28 18,0.36,25.58
울진후정,2021-08-29 21,0.11,24.97
울진후정,2021-08-29 00,0.32,24.82
울진후정,2021-08-29 03,0.14,24.62
울진후정,2021-08-29 06,0.29,24.41
울진후정,2021-08-29 09,0.27,24.52
울진후정,2021-08-29 12,0.22,25.1
울진후정,2021-08-29 15,0.06,25.04
울진후정,2021-08-29 18,0.28,24.16
울진후정,2021-08-30 21,0.1,24.24
울진후정,2021-08-30 00,0.2,24.1
울진후정,2021-08-30 03,0.16,23.9
울진후정,2021-08-30 06,0.04,24.07
울진후정,2021-08-30 09,0.08,23.58
울진후정,2021-08-30 12,0.21,24.56
