FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
SW,20210828,AM,25.6,16.4,3.6,18.1,23.2,6.7,0.3,10.0,13.0,3.9,0.3,1.0,4.0,7.5,1,2.1,-,-,60.0,보통
SW,20210828,PM,27.1,13.8,4.7,16.2,24.2,6.2,0.3,10.0,13.0,3.9,0.4,0.5,3.7,7.5,1,0.0,-,-,60.1,보통
SW,20210829,AM,26.7,14.5,3.6,18.1,24.4,6.1,0.2,10.0,14.0,3.9,0.3,1.0,3.0,17.4,1,0.0,-,-,73.0,좋음
SW,20210829,PM,27.4,13.2,6.2,13.6,24.7,6.0,0.2,10.0,14.0,3.9,0.5,0.1,3.0,17.4,1,0.0,-,-,66.2,좋음
SW,20210830,AM,27.2,13.6,5.3,15.2,23.8,6.4,0.1,10.0,15.0,4.9,0.2,1.5,3.5,7.5,1,0.6,-,-,60.0,보통
SW,20210830,PM,27.4,13.2,5.5,14.8,24.2,6.2,0.1,10.0,15.0,4.9,0.4,0.5,3.3,17.4,1,0.9,-,-,60.0,보통
SW,20210831,DY,26.1,15.5,6.6,12.9,25.2,5.8,0.2,10.0,1.0,4.9,0.2,1.5,4.0,7.5,1,0.0,-,-,60.1,보통
SW,20210901,DY,26.1,15.5,5.3,15.2,25.9,5.4,0.3,10.0,2.0,4.9,0.2,1.5,4.0,7.5,1,0.0,-,-,62.0,보통
SW,20210902,DY,26.8,14.3,8.6,9.4,24.1,6.3,0.7,10.1,3.0,4.9,0.3,1.0,4.0,7.5,1,0.0,-,-,55.5,보통
SW,20210903,DY,26.3,15.2,7.4,11.5,22.6,7.0,0.4,10.0,4.0,3.9,0.2,1.5,4.0,7.5,1,0.0,-,-,58.6,보통
NE,20210828,AM,25.5,13.7,3.8,14.7,20.4,13.8,0.3,11.8,13.0,8.5,0.3,0.4,4.0,6.1,1,0.9,-,-,60.0,보통
NE,20210828,PM,26.5,12.3,5.5,12.3,21.3,13.8,0.2,11.8,13.0,8.5,0.2,0.7,3.7,6.1,1,0.0,-,-,67.5,좋음
NE,20210829,AM,26.1,12.8,4.1,14.3,22.1,13.7,0.1,11.8,14.0,8.5,0.3,0.4,3.0,14.1,1,0.0,-,-,77.6,매우좋음
NE,20210829,PM,26.7,12.0,7.6,9.2,22.3,13.6,0.2,11.8,14.0,8.5,0.2,0.7,3.2,14.1,1,1.2,-,-,60.0,보통
NE,20210830,AM,26.6,12.1,6.5,10.8,21.8,13.8,0.1,11.8,15.0,10.6,0.2,0.7,3.5,6.1,1,0.9,-,-,60.0,보통
NE,20210830,PM,26.8,11.8,6.9,10.3,22.3,13.6,0.1,11.8,15.0,10.6,0.2,0.7,3.7,6.1,1,1.3,-,-,60.0,보통
NE,20210831,DY,25.2,14.1,7.1,10.0,24.0,12.0,0.1,11.8,1.0,10.6,0.2,0.7,4.0,6.1,1,0.0,-,-,67.3,좋음
NE,20210901,DY,25.8,13.3,6.4,11.0,25.4,10.7,0.3,11.8,2.0,10.6,0.2,0.7,4.0,6.1,1,0.0,-,-,66.2,좋음
NE,20210902,DY,26.3,12.6,10.5,5.1,22.7,13.2,0.6,12.9,3.0,10.6,0.2,0.7,4.0,6.1,1,0.0,-,-,63.2,보통
NE,20210903,DY,25.6,13.6,7.5,9.4,21.1,13.8,0.3,11.8,4.0,8.5,0.1,0.9,4.0,6.1,1,0.0,-,-,66.1,좋음
