생산일,코드,해수욕장,예측일자,시간,평균기온,기온점수,평균수온,수온점수,최대풍속,풍속점수,최대파고,파고점수,총점수
20210828,HS12,가마미해수욕장,20210827,AM,26.0,4,25.1,5,3.5,4,0.7,4,4.10
20210828,HS12,가마미해수욕장,20210827,PM,24.7,4,25.1,5,9.3,2,0.8,4,3.50
20210828,HS15,가계해수욕장,20210827,AM,26.2,4,25.1,5,6.9,3,0.7,4,3.80
20210828,HS15,가계해수욕장,20210827,PM,25.9,4,25.0,5,7.3,3,0.7,4,3.80
20210828,HS16,을왕리해수욕장,20210827,AM,22.5,3,25.1,5,4.0,4,0.5,4,4.05
20210828,HS16,을왕리해수욕장,20210827,PM,22.3,3,25.2,5,3.9,4,0.2,5,4.60
20210828,HS17,만성리해수욕장,20210827,AM,26.6,4,26.9,5,8.1,2,0.4,5,4.05
20210828,HS17,만성리해수욕장,20210827,PM,26.3,4,27.4,5,8.6,2,0.4,5,4.05
20210828,HS18,상주해수욕장,20210827,AM,28.0,5,26.9,5,5.7,3,0.6,4,3.85
20210828,HS18,상주해수욕장,20210827,PM,27.1,5,27.4,5,6.4,3,0.6,4,3.85
20210828,HS19,명사십리해수욕장,20210827,AM,26.1,4,25.3,5,6.0,3,0.6,4,3.80
20210828,HS19,명사십리해수욕장,20210827,PM,26.2,4,25.2,5,6.5,3,0.9,4,3.80
20210828,HS20,함덕서우봉해수욕장,20210827,AM,26.6,4,25.0,5,3.1,4,0.4,5,4.65
20210828,HS20,함덕서우봉해수욕장,20210827,PM,26.8,4,24.8,5,6.4,3,3.1,1,2.15
20210828,HS21,협재해수욕장,20210827,AM,27.3,5,25.0,5,7.8,3,0.7,4,3.85
20210828,HS21,협재해수욕장,20210827,PM,27.1,5,24.8,5,7.8,3,0.8,4,3.85
20210828,HS22,중문색달해수욕장,20210827,AM,26.2,4,22.4,5,3.4,4,0.9,4,4.10
20210828,HS22,중문색달해수욕장,20210827,PM,26.0,4,23.9,5,2.5,4,1.1,3,3.55
20210828,HS23,율포해수욕장,20210827,AM,26.3,4,25.3,5,8.6,2,0.6,4,3.50
20210828,HS23,율포해수욕장,20210827,PM,27.0,5,25.2,5,8.6,2,0.9,4,3.55
20210828,HS24,송호해수욕장,20210827,AM,26.1,4,25.1,5,6.2,3,0.6,4,3.80
20210828,HS24,송호해수욕장,20210827,PM,25.8,4,25.0,5,7.2,3,1.0,3,3.25
20210828,HS25,이호테우해수욕장,20210827,AM,32.0,5,25.0,5,7.7,3,0.4,5,4.40
20210828,HS25,이호테우해수욕장,20210827,PM,30.3,5,24.8,5,7.8,3,3.1,1,2.20
20210828,HS26,표선해비치해수욕장,20210827,AM,30.4,5,25.5,5,6.8,3,0.4,5,4.40
20210828,HS26,표선해비치해수욕장,20210827,PM,28.8,5,25.3,5,8.2,2,0.5,4,3.55
20210828,HS28,구조라해수욕장,20210827,AM,28.9,5,23.3,5,5.7,3,0.6,4,3.85
20210828,HS28,구조라해수욕장,20210827,PM,27.6,5,24.0,5,6.8,3,0.6,4,3.85
20210828,HS29,해운대해수욕장,20210827,AM,25.2,4,19.8,3,8.0,2,0.3,5,3.85
20210828,HS29,해운대해수욕장,20210827,PM,25.8,4,19.0,3,9.7,2,0.8,4,3.30
20210828,HS30,광안리해수욕장,20210827,AM,25.7,4,19.8,3,7.9,3,0.3,5,4.15
20210828,HS30,광안리해수욕장,20210827,PM,26.2,4,19.0,3,9.2,2,0.8,4,3.30
20210828,HS31,송도해수욕장,20210827,AM,25.1,4,23.9,5,8.3,2,0.3,5,4.05
20210828,HS31,송도해수욕장,20210827,PM,25.7,4,24.1,5,9.8,2,0.6,4,3.50
20210828,HS32,송정해수욕장,20210827,AM,25.8,4,19.6,3,7.9,3,0.5,4,3.60
20210828,HS32,송정해수욕장,20210827,PM,26.0,4,18.9,3,10.1,1,1.0,3,2.45
20210828,HS33,다대포해수욕장,20210827,AM,25.9,4,24.0,5,8.9,2,0.3,5,4.05
20210828,HS33,다대포해수욕장,20210827,PM,26.2,4,24.8,5,9.9,2,0.6,4,3.50
20210828,HS34,일광해수욕장,20210827,AM,26.6,4,21.4,4,8.7,2,0.3,5,3.95
20210828,HS34,일광해수욕장,20210827,PM,27.0,5,21.7,4,9.5,2,0.7,4,3.45
20210828,HS35,경포해수욕장,20210827,AM,24.6,4,22.5,5,2.8,4,0.5,4,4.10
20210828,HS35,경포해수욕장,20210827,PM,23.8,3,22.7,5,7.7,3,0.5,4,3.75
20210828,HS36,망상해수욕장,20210827,AM,27.8,5,22.8,5,2.7,4,0.5,4,4.15
20210828,HS36,망상해수욕장,20210827,PM,21.9,2,22.7,5,2.8,4,0.5,4,4.00
20210828,HS37,속초해수욕장,20210827,AM,24.9,4,22.6,5,5.3,3,0.5,4,3.80
20210828,HS37,속초해수욕장,20210827,PM,24.2,4,22.6,5,9.7,2,0.5,4,3.50
20210828,HS38,낙산해수욕장,20210827,AM,25.2,4,22.7,5,3.3,4,0.5,4,4.10
20210828,HS38,낙산해수욕장,20210827,PM,24.4,4,22.7,5,8.6,2,0.5,4,3.50
20210828,HS39,영일대해수욕장,20210827,AM,29.9,5,25.5,5,2.2,4,0.3,5,4.70
20210828,HS39,영일대해수욕장,20210827,PM,27.3,5,25.5,5,3.7,4,0.3,5,4.70
20210828,HS40,월포해수욕장,20210827,AM,25.7,4,25.5,5,3.9,4,0.3,5,4.65
20210828,HS40,월포해수욕장,20210827,PM,25.9,4,25.5,5,4.6,4,0.3,5,4.65
20210828,HS41,주문진해수욕장,20210827,AM,24.9,4,21.1,4,1.8,5,0.4,5,4.85
20210828,HS41,주문진해수욕장,20210827,PM,24.3,4,21.2,4,7.0,3,0.4,5,4.25
20210828,HS42,고래불해수욕장,20210827,AM,25.7,4,25.5,5,5.1,3,0.4,5,4.35
20210828,HS42,고래불해수욕장,20210827,PM,25.3,4,25.7,5,7.0,3,0.4,5,4.35
20210828,HS43,화진포해수욕장,20210827,AM,24.6,4,22.6,5,3.6,4,0.5,4,4.10
20210828,HS43,화진포해수욕장,20210827,PM,24.4,4,22.6,5,8.7,2,0.4,5,4.05
20210828,HS44,관성해수욕장,20210827,AM,29.8,5,21.4,4,4.2,4,0.5,4,4.05
20210828,HS44,관성해수욕장,20210827,PM,28.1,5,21.7,4,5.9,3,1.3,3,3.20
20210828,HS46,삼척해수욕장,20210827,AM,24.9,4,22.8,5,3.7,4,0.5,4,4.10
20210828,HS46,삼척해수욕장,20210827,PM,23.3,3,22.7,5,3.9,4,0.5,4,4.05
20210828,HS47,송지호해수욕장,20210827,AM,24.4,4,22.6,5,4.1,4,0.5,4,4.10
20210828,HS47,송지호해수욕장,20210827,PM,24.3,4,22.6,5,6.9,3,0.4,5,4.35
20210828,HS49,칠포해수욕장,20210827,AM,25.7,4,25.5,5,4.4,4,0.3,5,4.65
20210828,HS49,칠포해수욕장,20210827,PM,25.8,4,25.5,5,5.7,3,0.3,5,4.35
20210828,HS50,진하해수욕장,20210827,AM,25.9,4,21.4,4,9.3,2,0.3,5,3.95
20210828,HS50,진하해수욕장,20210827,PM,26.5,4,21.7,4,11.0,1,0.7,4,3.10
20210828,HS51,변산해수욕장,20210827,AM,25.5,4,25.6,5,3.4,4,0.2,5,4.65
20210828,HS51,변산해수욕장,20210827,PM,23.2,3,25.6,5,8.8,2,0.5,4,3.45
20210828,HS52,선유도해수욕장,20210827,AM,25.3,4,25.9,5,5.0,3,0.8,4,3.80
20210828,HS52,선유도해수욕장,20210827,PM,23.3,3,25.9,5,11.7,1,0.9,4,3.15
20210828,HS53,구시포해수욕장,20210827,AM,25.9,4,25.1,5,2.7,4,0.7,4,4.10
20210828,HS53,구시포해수욕장,20210827,PM,24.4,4,25.1,5,8.4,2,0.8,4,3.50
