생산일,코드,권역,지역,예측일자,어종,어종타입,물때,물때점수,최소파고,평균파고,최대파고,파고점수,최소수온,평균수온,최대수온,수온점수,최저기온,평균기온,최대기온,기온점수,최소풍속,평균풍속,최대풍속,풍속점수,총점수,예보지수
20210828,SF2,황해남부,가거도,20210828,감성돔,BP,13,3,0.5,0.7,0.8,3,26.4,26.9,27.3,1,25.3,25.4,25.5,5,2.4,3.8,5.9,3,2.68,나쁨
20210828,SF35,남해서부,거문도,20210828,농어,SB,13,2,0.3,0.4,0.5,4,25.1,25.7,26.0,3,26.2,26.4,26.6,5,3.2,4.6,5.6,3,3.28,보통
20210828,SF37,남해서부,거문도,20210828,참돔,RP,13,2,0.3,0.4,0.5,4,25.1,25.7,26.0,3,26.2,26.4,26.6,5,3.2,4.6,5.6,3,3.28,보통
20210828,SF38,남해서부,거문도,20210828,감성돔,BP,13,3,0.3,0.4,0.5,4,25.1,25.7,26.0,1,26.2,26.4,26.6,5,3.2,4.6,5.6,3,3.04,보통
20210828,SF39,남해서부,거문도,20210828,우럭,RF,13,4,0.3,0.4,0.5,4,25.1,25.7,26.0,2,26.2,26.4,26.6,5,3.2,4.6,5.6,3,3.40,보통
20210828,SF14,남해동부,거제도,20210828,우럭,RF,13,4,0.2,0.3,0.3,4,25.5,26.0,26.4,2,25.1,26.2,27.3,5,0.6,2.7,4.8,4,3.64,보통
20210828,SF11,황해중부,국화도,20210828,우럭,RF,13,4,0.1,0.1,0.1,5,26.0,26.6,27.1,2,23.0,23.7,24.1,4,1.0,3.1,4.8,4,3.96,보통
20210828,SF56,제주도,김녕,20210828,벵에돔,OP,13,3,0.2,0.2,0.3,4,27.6,28.1,28.3,1,26.5,26.6,26.8,5,0.8,3.5,6.7,3,3.04,보통
20210828,SF57,제주도,김녕,20210828,농어,SB,13,2,0.2,0.2,0.3,4,27.6,28.1,28.3,1,26.5,26.6,26.8,5,0.8,3.5,6.7,3,2.88,나쁨
20210828,SF58,제주도,김녕,20210828,돌돔,RB,13,4,0.2,0.2,0.3,4,27.6,28.1,28.3,2,26.5,26.6,26.8,5,0.8,3.5,6.7,3,3.40,보통
20210828,SF59,제주도,김녕,20210828,참돔,RP,13,2,0.2,0.2,0.3,4,27.6,28.1,28.3,1,26.5,26.6,26.8,5,0.8,3.5,6.7,3,2.88,나쁨
20210828,SF49,황해중부,모항항,20210828,우럭,RF,13,4,0.5,0.5,0.5,4,23.4,23.8,24.3,3,23.9,24.1,24.3,5,1.3,3.1,4.1,4,3.84,보통
20210828,SF50,황해중부,모항항,20210828,감성돔,BP,13,3,0.5,0.5,0.5,4,23.4,23.8,24.3,2,23.9,24.1,24.3,5,1.3,3.1,4.1,4,3.48,보통
20210828,SF51,황해중부,방포항,20210828,우럭,RF,13,4,0.3,0.3,0.3,4,25.6,26.0,26.3,2,24.1,24.4,24.6,5,1.5,3.8,5.8,3,3.40,보통
20210828,SF74,남해동부,부산남부,20210828,우럭,RF,13,4,0.5,0.6,0.7,3,24.1,24.7,25.0,3,26.7,27.6,28.3,5,1.3,3.7,4.4,4,3.48,보통
20210828,SF75,남해동부,부산남부,20210828,감성돔,BP,13,3,0.5,0.6,0.7,3,24.1,24.7,25.0,2,26.7,27.6,28.3,5,1.3,3.7,4.4,4,3.12,보통
20210828,SF76,남해동부,부산남부,20210828,돌돔,RB,13,4,0.5,0.6,0.7,3,24.1,24.7,25.0,5,26.7,27.6,28.3,5,1.3,3.7,4.4,4,3.88,보통
20210828,SF77,남해동부,부산남부,20210828,참돔,RP,13,2,0.5,0.6,0.7,3,24.1,24.7,25.0,3,26.7,27.6,28.3,5,1.3,3.7,4.4,4,3.16,보통
20210828,SF78,남해동부,부산남부,20210828,벵에돔,OP,13,3,0.5,0.6,0.7,3,24.1,24.7,25.0,2,26.7,27.6,28.3,5,1.3,3.7,4.4,4,3.12,보통
20210828,SF79,남해동부,부산남부,20210828,농어,SB,13,2,0.5,0.6,0.7,3,24.1,24.7,25.0,3,26.7,27.6,28.3,5,1.3,3.7,4.4,4,3.16,보통
20210828,SF67,남해동부,부산동부,20210828,우럭,RF,13,4,0.3,0.4,0.4,4,22.2,23.1,23.8,3,24.9,26.1,26.6,5,1.5,5.3,6.6,3,3.60,보통
20210828,SF68,남해동부,부산동부,20210828,감성돔,BP,13,3,0.3,0.4,0.4,4,22.2,23.1,23.8,2,24.9,26.1,26.6,5,1.5,5.3,6.6,3,3.24,보통
20210828,SF69,남해동부,부산동부,20210828,참돔,RP,13,2,0.3,0.4,0.4,4,22.2,23.1,23.8,4,24.9,26.1,26.6,5,1.5,5.3,6.6,3,3.48,보통
20210828,SF70,남해동부,부산동부,20210828,벵에돔,OP,13,3,0.3,0.4,0.4,4,22.2,23.1,23.8,3,24.9,26.1,26.6,5,1.5,5.3,6.6,3,3.44,보통
20210828,SF71,남해동부,부산동부,20210828,농어,SB,13,2,0.3,0.4,0.4,4,22.2,23.1,23.8,3,24.9,26.1,26.6,5,1.5,5.3,6.6,3,3.28,보통
20210828,SF60,남해동부,부산서부,20210828,우럭,RF,13,4,0.4,0.4,0.5,4,23.9,24.8,25.4,3,25.3,26.2,26.9,5,0.3,4.1,5.5,3,3.60,보통
20210828,SF61,남해동부,부산서부,20210828,감성돔,BP,13,3,0.4,0.4,0.5,4,23.9,24.8,25.4,2,25.3,26.2,26.9,5,0.3,4.1,5.5,3,3.24,보통
20210828,SF62,남해동부,부산서부,20210828,돌돔,RB,13,4,0.4,0.4,0.5,4,23.9,24.8,25.4,5,25.3,26.2,26.9,5,0.3,4.1,5.5,3,4.00,좋음
20210828,SF63,남해동부,부산서부,20210828,참돔,RP,13,2,0.4,0.4,0.5,4,23.9,24.8,25.4,3,25.3,26.2,26.9,5,0.3,4.1,5.5,3,3.28,보통
20210828,SF64,남해동부,부산서부,20210828,벵에돔,OP,13,3,0.4,0.4,0.5,4,23.9,24.8,25.4,2,25.3,26.2,26.9,5,0.3,4.1,5.5,3,3.24,보통
20210828,SF65,남해동부,부산서부,20210828,농어,SB,13,2,0.4,0.4,0.5,4,23.9,24.8,25.4,3,25.3,26.2,26.9,5,0.3,4.1,5.5,3,3.28,보통
20210828,SF1,황해남부,상왕등도,20210828,감성돔,BP,13,3,0.1,0.2,0.2,5,25.7,25.9,26.1,1,24.6,25.1,25.6,5,3.6,4.9,6.2,3,3.40,보통
20210828,SF29,황해남부,상태도,20210828,농어,SB,13,2,0.3,0.4,0.5,4,25.8,26.1,26.5,2,25.3,25.6,26.0,5,3.6,5.3,7.8,3,3.08,보통
20210828,SF31,황해남부,상태도,20210828,참돔,RP,13,2,0.3,0.4,0.5,4,25.8,26.1,26.5,2,25.3,25.6,26.0,5,3.6,5.3,7.8,3,3.08,보통
20210828,SF32,황해남부,상태도,20210828,돌돔,RB,13,4,0.3,0.4,0.5,4,25.8,26.1,26.5,4,25.3,25.6,26.0,5,3.6,5.3,7.8,3,3.80,보통
20210828,SF33,황해남부,상태도,20210828,우럭,RF,13,4,0.3,0.4,0.5,4,25.8,26.1,26.5,2,25.3,25.6,26.0,5,3.6,5.3,7.8,3,3.40,보통
20210828,SF34,황해남부,상태도,20210828,감성돔,BP,13,3,0.3,0.4,0.5,4,25.8,26.1,26.5,1,25.3,25.6,26.0,5,3.6,5.3,7.8,3,3.04,보통
20210828,SF7,제주도,서귀포,20210828,벵에돔,OP,13,3,0.3,0.4,0.5,4,25.8,26.4,26.8,1,26.3,26.6,26.8,5,6.0,7.6,8.8,3,3.04,보통
20210828,SF10,제주도,성산포,20210828,돌돔,RB,13,4,0.1,0.1,0.1,5,26.4,27.3,27.7,3,26.5,27.1,27.5,5,0.4,4.4,8.2,3,3.96,보통
20210828,SF15,황해남부,신시도,20210828,우럭,RF,13,4,0.1,0.1,0.1,5,25.2,25.6,25.8,2,23.8,25.1,25.7,5,3.1,4.8,6.5,3,3.76,보통
20210828,SF16,남해서부,신지도,20210828,우럭,RF,13,4,0.1,0.1,0.1,5,24.8,25.7,26.2,2,25.9,26.4,26.7,5,2.4,5.0,7.3,3,3.76,보통
20210828,SF54,동해중부,아야진항,20210828,우럭,RF,13,4,0.2,0.2,0.3,4,24.2,26.0,27.2,2,25.1,25.9,26.3,5,0.5,3.3,6.2,3,3.40,보통
20210828,SF55,동해중부,아야진항,20210828,감성돔,BP,13,3,0.2,0.2,0.3,4,24.2,26.0,27.2,1,25.1,25.9,26.3,5,0.5,3.3,6.2,3,3.04,보통
20210828,SF24,황해중부,어청도,20210828,농어,SB,13,2,0.5,0.5,0.6,3,25.4,25.5,25.6,3,24.8,25.0,25.2,5,1.8,3.2,5.1,3,2.92,나쁨
20210828,SF25,황해중부,어청도,20210828,참돔,RP,13,2,0.5,0.5,0.6,3,25.4,25.5,25.6,3,24.8,25.0,25.2,5,1.8,3.2,5.1,3,2.92,나쁨
20210828,SF26,황해중부,어청도,20210828,돌돔,RB,13,4,0.5,0.5,0.6,3,25.4,25.5,25.6,5,24.8,25.0,25.2,5,1.8,3.2,5.1,3,3.64,보통
20210828,SF27,황해중부,어청도,20210828,우럭,RF,13,4,0.5,0.5,0.6,3,25.4,25.5,25.6,2,24.8,25.0,25.2,5,1.8,3.2,5.1,3,3.04,보통
20210828,SF28,황해중부,어청도,20210828,감성돔,BP,13,3,0.5,0.5,0.6,3,25.4,25.5,25.6,1,24.8,25.0,25.2,5,1.8,3.2,5.1,3,2.68,나쁨
20210828,SF4,남해서부,연도,20210828,감성돔,BP,13,3,0.5,0.6,0.6,3,26.6,27.0,27.3,1,26.0,26.3,26.4,5,2.3,4.7,6.6,3,2.68,나쁨
20210828,SF47,황해중부,영흥도,20210828,우럭,RF,13,4,0.1,0.1,0.2,5,25.1,26.0,26.5,2,23.2,23.5,24.0,4,1.6,3.8,5.2,3,3.72,보통
20210828,SF48,황해중부,영흥도,20210828,농어,SB,13,2,0.1,0.1,0.2,5,25.1,26.0,26.5,2,23.2,23.5,24.0,4,1.6,3.8,5.2,3,3.40,보통
20210828,SF52,동해중부,외옹치항,20210828,우럭,RF,13,4,0.2,0.2,0.3,4,24.5,25.2,25.6,2,24.8,25.9,26.3,5,0.1,2.6,4.5,4,3.64,보통
20210828,SF53,동해중부,외옹치항,20210828,감성돔,BP,13,3,0.2,0.2,0.3,4,24.5,25.2,25.6,1,24.8,25.9,26.3,5,0.1,2.6,4.5,4,3.28,보통
20210828,SF8,남해동부,욕지도,20210828,벵에돔,OP,13,3,0.4,0.5,0.6,3,26.3,26.6,26.9,1,25.6,26.0,26.3,5,1.8,4.0,6.5,3,2.68,나쁨
20210828,SF5,동해남부,울산,20210828,감성돔,BP,13,3,0.2,0.3,0.4,4,20.2,21.4,21.9,3,25.7,26.1,26.4,5,2.0,4.4,6.2,3,3.44,보통
20210828,SF6,동해남부,울진후정,20210828,감성돔,BP,13,3,0.2,0.3,0.3,4,24.2,25.1,25.6,1,24.5,25.4,26.0,5,1.1,4.1,6.4,3,3.04,보통
20210828,SF3,남해서부,추자도,20210828,감성돔,BP,13,3,0.5,0.6,0.8,3,25.2,26.3,27.0,1,25.9,26.0,26.0,5,2.3,3.7,5.1,3,2.68,나쁨
20210828,SF40,동해남부,포항,20210828,농어,SB,13,2,0.2,0.2,0.3,4,22.2,23.6,24.5,3,24.8,26.3,27.3,5,1.1,2.8,5.2,3,3.28,보통
20210828,SF42,동해남부,포항,20210828,감성돔,BP,13,3,0.2,0.2,0.3,4,22.2,23.6,24.5,2,24.8,26.3,27.3,5,1.1,2.8,5.2,3,3.24,보통
20210828,SF43,동해남부,포항,20210828,벵에돔,OP,13,3,0.2,0.2,0.3,4,22.2,23.6,24.5,3,24.8,26.3,27.3,5,1.1,2.8,5.2,3,3.44,보통
20210828,SF9,황해남부,하조도,20210828,돌돔,RB,13,4,0.1,0.1,0.1,5,21.2,23.3,24.6,5,25.3,25.6,25.8,5,0.8,2.0,3.5,4,4.60,좋음
20210828,SF44,동해남부,후포,20210828,벵에돔,OP,13,3,0.2,0.3,0.4,4,23.1,24.2,24.8,2,24.7,26.9,28.3,5,0.6,3.8,5.5,3,3.24,보통
20210828,SF45,동해남부,후포,20210828,감성돔,BP,13,3,0.2,0.3,0.4,4,23.1,24.2,24.8,2,24.7,26.9,28.3,5,0.6,3.8,5.5,3,3.24,보통
20210828,SF46,동해남부,후포,20210828,우럭,RF,13,4,0.2,0.3,0.4,4,23.1,24.2,24.8,3,24.7,26.9,28.3,5,0.6,3.8,5.5,3,3.60,보통
20210828,SF2,황해남부,가거도,20210829,감성돔,BP,14,2,0.6,0.6,0.7,3,26.6,27.0,27.2,1,25.9,26.0,26.0,5,7.3,8.2,9.0,2,2.60,나쁨
20210828,SF35,남해서부,거문도,20210829,농어,SB,14,1,0.1,0.2,0.2,5,23.6,24.8,25.4,3,25.5,26.1,26.6,5,2.8,4.5,6.4,3,3.48,보통
20210828,SF37,남해서부,거문도,20210829,참돔,RP,14,1,0.1,0.2,0.2,5,23.6,24.8,25.4,3,25.5,26.1,26.6,5,2.8,4.5,6.4,3,3.48,보통
20210828,SF38,남해서부,거문도,20210829,감성돔,BP,14,2,0.1,0.2,0.2,5,23.6,24.8,25.4,2,25.5,26.1,26.6,5,2.8,4.5,6.4,3,3.44,보통
20210828,SF39,남해서부,거문도,20210829,우럭,RF,14,5,0.1,0.2,0.2,5,23.6,24.8,25.4,3,25.5,26.1,26.6,5,2.8,4.5,6.4,3,4.12,좋음
20210828,SF14,남해동부,거제도,20210829,우럭,RF,14,5,0.1,0.2,0.2,5,26.0,26.4,27.0,2,25.6,27.0,27.8,5,0.4,3.8,6.2,3,3.92,보통
20210828,SF11,황해중부,국화도,20210829,우럭,RF,14,5,0.1,0.1,0.1,5,25.8,26.1,26.2,2,21.1,22.3,23.5,4,3.6,7.1,10.8,2,3.64,보통
20210828,SF56,제주도,김녕,20210829,벵에돔,OP,14,2,0.1,0.1,0.1,5,27.6,28.2,28.6,1,26.1,26.5,26.8,5,1.9,3.2,4.9,4,3.48,보통
20210828,SF57,제주도,김녕,20210829,농어,SB,14,1,0.1,0.1,0.1,5,27.6,28.2,28.6,1,26.1,26.5,26.8,5,1.9,3.2,4.9,4,3.32,보통
20210828,SF58,제주도,김녕,20210829,돌돔,RB,14,2,0.1,0.1,0.1,5,27.6,28.2,28.6,2,26.1,26.5,26.8,5,1.9,3.2,4.9,4,3.68,보통
20210828,SF59,제주도,김녕,20210829,참돔,RP,14,1,0.1,0.1,0.1,5,27.6,28.2,28.6,1,26.1,26.5,26.8,5,1.9,3.2,4.9,4,3.32,보통
20210828,SF49,황해중부,모항항,20210829,우럭,RF,14,5,0.2,0.3,0.3,4,23.2,23.4,23.4,3,21.3,22.5,23.7,4,6.6,8.2,9.6,2,3.48,보통
20210828,SF50,황해중부,모항항,20210829,감성돔,BP,14,2,0.2,0.3,0.3,4,23.2,23.4,23.4,2,21.3,22.5,23.7,4,6.6,8.2,9.6,2,2.80,나쁨
20210828,SF51,황해중부,방포항,20210829,우럭,RF,14,5,0.2,0.2,0.2,5,25.5,25.5,25.6,2,21.6,23.2,25.1,4,5.8,6.8,8.6,3,3.88,보통
