생산일,코드,권역,지역,예측일자,어종,어종타입,물때,물때점수,최소파고,평균파고,최대파고,파고점수,최소수온,평균수온,최대수온,수온점수,최저기온,평균기온,최대기온,기온점수,최소풍속,평균풍속,최대풍속,풍속점수,특보,특보점수,총점수,예보지수
20210709,SF2,황해남부,가거도,20210709,감성돔,BP,7,5,1.0,1.2,1.3,2,23,24,25,2,24,24,25,5,5,5,6,3,-,5,2.4,나쁨
20210709,SF35,남해서부,거문도,20210709,농어,SB,7,5,1.1,1.1,1.2,2,22,22,24,4,24,24,26,5,3,4,6,3,-,5,2.4,나쁨
20210709,SF37,남해서부,거문도,20210709,참돔,RP,7,5,1.1,1.1,1.2,2,22,22,24,4,24,24,26,5,3,4,6,3,-,5,2.4,나쁨
20210709,SF38,남해서부,거문도,20210709,감성돔,BP,7,5,1.1,1.1,1.2,2,22,22,24,3,24,24,26,5,3,4,6,3,-,5,2.4,나쁨
20210709,SF39,남해서부,거문도,20210709,우럭,RF,7,1,1.1,1.1,1.2,2,22,22,24,3,24,24,26,5,3,4,6,3,-,5,2.4,나쁨
20210709,SF14,남해동부,거제도,20210709,우럭,RF,7,1,0.8,1.0,1.0,3,21,22,23,3,22,24,26,5,2,4,5,4,-,5,3.0,보통
20210709,SF11,황해중부,국화도,20210709,우럭,RF,7,1,0.1,0.1,0.2,5,20,21,21,4,22,22,26,4,1,2,3,4,-,5,3.88,보통
20210709,SF56,제주도,김녕,20210709,벵에돔,OP,7,5,0.2,0.2,0.4,4,24,26,26,1,24,25,27,5,1,2,4,4,-,5,3.6,보통
20210709,SF57,제주도,김녕,20210709,농어,SB,7,5,0.2,0.2,0.4,4,24,26,26,2,24,25,27,5,1,2,4,4,-,5,3.8,보통
20210709,SF58,제주도,김녕,20210709,돌돔,RB,7,2,0.2,0.2,0.4,4,24,26,26,4,24,25,27,5,1,2,4,4,-,5,3.72,보통
20210709,SF59,제주도,김녕,20210709,참돔,RP,7,5,0.2,0.2,0.4,4,24,26,26,2,24,25,27,5,1,2,4,4,-,5,3.8,보통
20210709,SF49,황해중부,모항항,20210709,우럭,RF,7,1,0.3,0.3,0.4,4,20,21,21,4,22,22,26,4,2,3,4,4,-,5,3.52,보통
20210709,SF50,황해중부,모항항,20210709,감성돔,BP,7,5,0.3,0.3,0.4,4,20,21,21,3,22,22,26,4,2,3,4,4,-,5,3.96,보통
20210709,SF51,황해중부,방포항,20210709,우럭,RF,7,1,0.2,0.2,0.3,5,21,22,22,3,22,22,27,4,1,2,3,4,-,5,3.68,보통
