FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
SW,20210709,AM,22.5,21.8,3.0,19.2,21.2,7.3,0.5,11.7,7.0,2.4,0.4,0.5,4.0,7.5,0,0.0,-,HW,20.0,매우나쁨
SW,20210709,PM,24.4,18.5,4.5,16.6,21.9,7.3,0.5,11.7,7.0,2.4,0.2,1.5,4.0,7.5,0,1.3,-,HW,20.0,매우나쁨
SW,20210710,AM,24.8,17.8,4.3,16.9,20.5,7.3,0.4,10.0,8.0,2.4,0.5,0.1,4.0,7.5,0,0.0,-,-,62.0,보통
SW,20210710,PM,25.3,16.9,5.4,15.0,21.6,7.3,0.4,10.0,8.0,2.4,0.3,1.0,4.0,7.5,0,0.5,-,-,60.0,보통
SW,20210711,AM,24.9,17.6,2.1,20.7,21.5,7.3,0.5,11.7,9.0,2.4,0.5,0.1,4.0,7.5,0,0.0,-,-,67.3,좋음
SW,20210711,PM,25.4,16.7,3.2,18.8,23.1,6.8,0.5,11.7,9.0,2.4,0.3,1.0,3.4,17.4,0,0.0,-,-,74.8,좋음
SW,20210712,DY,26.3,15.2,3.0,19.2,22.4,7.1,0.5,11.7,10.0,2.4,0.3,1.0,3.0,17.4,0,0.0,-,-,74.0,좋음
SW,20210713,DY,25.5,16.6,3.6,18.1,22.2,7.2,0.3,10.0,11.0,2.4,0.4,0.5,3.0,17.4,0,0.0,-,-,72.2,좋음
SW,20210714,DY,24.7,17.9,2.7,19.7,22.3,7.2,0.2,10.0,12.0,3.9,0.3,1.0,3.0,17.4,0,0.0,-,-,77.1,매우좋음
SW,20210715,DY,25.5,16.6,3.1,19.0,23.1,6.8,0.1,10.0,13.0,3.9,0.3,1.0,3.0,17.4,0,0.0,-,-,74.7,좋음
NE,20210709,AM,22.3,18.3,2.7,16.3,19.3,11.9,0.4,11.8,7.0,5.3,0.3,0.4,4.0,6.1,0,0.1,-,HW,20.0,매우나쁨
NE,20210709,PM,23.7,16.3,5.1,12.8,20.0,13.8,0.4,11.8,7.0,5.3,0.2,0.7,4.0,6.1,0,3.9,-,HW,20.0,매우나쁨
NE,20210710,AM,24.3,15.4,6.1,11.4,18.9,10.8,0.4,11.8,8.0,5.3,0.3,0.4,4.0,6.1,0,0.0,-,-,61.2,보통
NE,20210710,PM,24.6,15.0,6.6,10.7,19.7,13.0,0.4,11.8,8.0,5.3,0.2,0.7,4.0,6.1,0,1.1,-,-,60.0,보통
NE,20210711,AM,24.0,15.9,2.0,17.3,19.3,11.9,0.5,13.8,9.0,5.3,0.3,0.4,4.0,6.1,0,0.0,-,-,70.7,좋음
NE,20210711,PM,24.3,15.4,3.3,15.4,21.0,13.8,0.5,13.8,9.0,5.3,0.3,0.4,3.3,14.1,0,0.0,-,-,78.2,매우좋음
NE,20210712,DY,24.8,14.7,3.3,15.4,21.6,13.8,0.4,11.8,10.0,5.3,0.2,0.7,3.0,14.1,0,0.0,-,-,75.8,매우좋음
NE,20210713,DY,24.5,15.2,4.9,13.1,20.9,13.8,0.2,11.8,11.0,5.3,0.3,0.4,3.0,14.1,0,0.0,-,-,73.7,좋음
NE,20210714,DY,23.8,16.2,3.1,15.7,20.8,13.8,0.1,11.8,12.0,8.5,0.3,0.4,3.0,14.1,0,0.0,-,-,80.5,매우좋음
NE,20210715,DY,24.1,15.7,2.1,17.2,22.4,13.5,0.1,11.8,13.0,8.5,0.3,0.4,3.0,14.1,0,0.0,-,-,81.2,매우좋음
