FC_AREA,DATE,HR,MEAN_TEMP,TEMP_SCRE,MEAN_WSPD,WSPD_SCRE,MEAN_SST,SST_SCRE,MEAN_WHT,WAVE_SCRE,MUL,MUL_SCRE,MEAN_CURR,CURR_SCRE,MEAN_SKY,SKY_SCRE,CARNIVAL_NUM,MEAN_RAIN,WARN_SEA,WARN_LAND,FINAL_SCRE,SCRE_CLASS
SW,20210709,AM,25.7,16.1,4.9,15.7,23.2,6.6,0.9,6.7,7.0,2.6,0.3,2.2,4.0,7.5,3,0.4,-,HW,20.0,매우나쁨
SW,20210709,PM,26.0,15.5,4.1,17.1,24.1,6.2,0.9,6.7,7.0,2.6,0.4,1.2,4.0,7.5,3,0.7,-,HW·-,20.0,매우나쁨
SW,20210710,AM,24.6,18.0,3.6,18.0,24.2,6.1,0.7,7.9,8.0,2.6,0.3,2.2,4.0,7.5,3,2.1,-,-,60.0,보통
SW,20210710,PM,24.3,18.5,4.6,16.2,24.9,5.8,0.8,7.3,8.0,2.6,0.4,1.2,3.8,7.5,3,4.3,-,-,60.0,보통
SW,20210711,AM,26.0,15.5,3.0,19.0,25.1,5.7,0.9,6.7,9.0,2.6,0.3,2.2,4.0,7.5,3,8.0,-,-,45.0,나쁨
SW,20210711,PM,26.3,15.0,3.2,18.7,25.6,5.5,0.9,6.7,9.0,2.6,0.5,0.1,3.7,7.5,3,6.9,-,-,45.0,나쁨
SW,20210712,DY,25.7,16.1,2.5,19.9,25.6,5.5,0.6,8.5,10.0,2.6,0.5,0.1,3.0,17.4,3,0.0,-,-,76.1,매우좋음
SW,20210713,DY,25.4,16.6,2.4,20.0,26.1,5.2,0.4,7.8,11.0,2.6,0.5,0.1,3.0,17.4,3,0.0,-,-,75.7,매우좋음
SW,20210714,DY,24.1,18.8,2.2,20.4,26.5,5.0,0.3,7.8,12.0,4.2,0.4,1.2,3.0,17.4,3,0.0,-,-,80.8,매우좋음
SW,20210715,DY,26.5,14.7,5.5,14.7,26.6,5.0,0.5,9.2,13.0,4.2,0.4,1.2,3.0,17.4,3,0.0,-,-,72.4,좋음
NE,20210709,AM,24.5,17.2,4.6,15.4,25.3,7.9,0.1,9.4,7.0,3.0,0.2,2.6,3.6,6.9,3,0.4,-,HW,20.0,매우나쁨
NE,20210709,PM,24.8,16.7,4.0,16.3,25.6,7.7,0.1,9.4,7.0,3.0,0.3,1.8,3.8,6.9,3,1.6,-,HW,20.0,매우나쁨
NE,20210710,AM,25.5,15.5,4.2,16.0,25.3,7.9,0.1,9.4,8.0,3.0,0.3,1.8,3.9,6.9,3,0.4,-,-,60.0,보통
NE,20210710,PM,25.2,16.0,5.1,14.5,25.8,7.6,0.1,9.4,8.0,3.0,0.4,0.9,3.3,16.0,3,0.8,-,-,60.0,보통
NE,20210711,AM,24.6,17.0,5.8,13.4,25.6,7.7,0.1,9.4,9.0,3.0,0.4,0.9,3.5,6.9,3,1.7,-,-,60.0,보통
NE,20210711,PM,24.4,17.3,4.2,16.0,26.3,7.3,0.1,9.4,9.0,3.0,0.4,0.9,3.4,16.0,3,3.4,-,-,60.0,보통
NE,20210712,DY,24.5,17.2,2.2,19.3,26.1,7.4,0.2,9.4,10.0,3.0,0.4,0.9,3.0,16.0,3,0.0,-,-,79.2,매우좋음
NE,20210713,DY,23.9,18.1,3.4,17.3,25.7,7.7,0.1,9.4,11.0,3.0,0.3,1.8,3.0,16.0,3,0.0,-,-,79.3,매우좋음
NE,20210714,DY,24.1,17.8,4.3,15.9,24.8,8.3,0.1,9.4,12.0,4.7,0.4,0.9,3.0,16.0,3,0.0,-,-,79.0,매우좋음
NE,20210715,DY,23.8,18.3,6.2,12.7,23.5,9.2,0.3,9.4,13.0,4.7,0.4,0.9,3.0,16.0,3,0.0,-,-,77.2,매우좋음
SE,20210709,AM,25.6,16.0,5.4,14.6,23.8,6.4,0.8,6.3,7.0,2.7,0.2,3.4,3.8,7.9,3,0.1,-,HW,20.0,매우나쁨
SE,20210709,PM,26.4,14.6,3.9,17.2,24.4,6.1,0.8,6.3,7.0,2.7,0.2,3.4,3.9,7.9,3,0.6,-,HW·-,20.0,매우나쁨
SE,20210710,AM,25.2,16.6,5.5,14.4,24.8,6.0,0.7,6.9,8.0,2.7,0.2,3.4,4.0,7.9,3,0.7,-,-,60.0,보통
SE,20210710,PM,24.7,17.5,5.1,15.1,25.2,5.8,0.7,6.9,8.0,2.7,0.2,3.4,3.6,7.9,3,1.5,-,-,60.0,보통
SE,20210711,AM,26.2,14.9,3.7,17.5,25.1,5.8,0.8,6.3,9.0,2.7,0.1,4.4,3.6,7.9,3,2.3,-,-,60.0,보통
SE,20210711,PM,27.3,13.1,3.9,17.2,25.9,5.4,0.8,6.3,9.0,2.7,0.3,2.3,3.4,18.4,3,2.3,-,-,60.0,보통
SE,20210712,DY,25.5,16.1,2.4,19.7,25.4,5.7,0.5,7.9,10.0,2.7,0.2,3.4,3.0,18.4,3,0.0,-,-,79.9,매우좋음
SE,20210713,DY,25.3,16.5,2.9,18.9,25.5,5.6,0.3,6.7,11.0,2.7,0.3,2.3,3.0,18.4,3,0.0,-,-,77.1,매우좋음
SE,20210714,DY,24.8,17.3,2.9,18.9,25.6,5.6,0.3,6.7,12.0,4.4,0.2,3.4,3.0,18.4,3,0.0,-,-,80.7,매우좋음
SE,20210715,DY,25.6,16.0,4.2,16.6,26.0,5.4,0.5,7.9,13.0,4.4,0.2,3.4,3.0,18.4,3,0.0,-,-,78.1,매우좋음
